,k5,k6,k7,score,score_init
6170,448.42105260000005,5.0,0.379210526,391,1138
6171,448.42105260000005,5.0,0.4,420,1138
6172,448.42105260000005,6.315789474,0.005,4007,1138
6173,448.42105260000005,6.315789474,0.025789474,1027,1138
6174,448.42105260000005,6.315789474,0.046578947,480,1138
6175,448.42105260000005,6.315789474,0.067368421,447,1138
6176,448.42105260000005,6.315789474,0.088157895,445,1138
6177,448.42105260000005,6.315789474,0.108947368,393,1138
6178,448.42105260000005,6.315789474,0.129736842,382,1138
6179,448.42105260000005,6.315789474,0.150526316,371,1138
6180,448.42105260000005,6.315789474,0.171315789,385,1138
6181,448.42105260000005,6.315789474,0.192105263,370,1138
6182,448.42105260000005,6.315789474,0.212894737,348,1138
6183,448.42105260000005,6.315789474,0.233684211,386,1138
6184,448.42105260000005,6.315789474,0.254473684,359,1138
6185,448.42105260000005,6.315789474,0.275263158,376,1138
6186,448.42105260000005,6.315789474,0.296052632,421,1138
6187,448.42105260000005,6.315789474,0.316842105,294,1138
6188,448.42105260000005,6.315789474,0.33763157899999996,325,1138
6189,448.42105260000005,6.315789474,0.358421053,359,1138
6190,448.42105260000005,6.315789474,0.379210526,389,1138
6191,448.42105260000005,6.315789474,0.4,352,1138
6192,448.42105260000005,7.631578947,0.005,4253,1138
6193,448.42105260000005,7.631578947,0.025789474,966,1138
6194,448.42105260000005,7.631578947,0.046578947,548,1138
6195,448.42105260000005,7.631578947,0.067368421,448,1138
6196,448.42105260000005,7.631578947,0.088157895,409,1138
6197,448.42105260000005,7.631578947,0.108947368,391,1138
6198,448.42105260000005,7.631578947,0.129736842,405,1138
6199,448.42105260000005,7.631578947,0.150526316,372,1138
6200,448.42105260000005,7.631578947,0.171315789,427,1138
6201,448.42105260000005,7.631578947,0.192105263,345,1138
6202,448.42105260000005,7.631578947,0.212894737,335,1138
6203,448.42105260000005,7.631578947,0.233684211,392,1138
6204,448.42105260000005,7.631578947,0.254473684,399,1138
6205,448.42105260000005,7.631578947,0.275263158,320,1138
6206,448.42105260000005,7.631578947,0.296052632,317,1138
6207,448.42105260000005,7.631578947,0.316842105,390,1138
6208,448.42105260000005,7.631578947,0.33763157899999996,407,1138
6209,448.42105260000005,7.631578947,0.358421053,389,1138
6210,448.42105260000005,7.631578947,0.379210526,334,1138
6211,448.42105260000005,7.631578947,0.4,364,1138
6212,448.42105260000005,8.947368421,0.005,4242,1138
6213,448.42105260000005,8.947368421,0.025789474,865,1138
6214,448.42105260000005,8.947368421,0.046578947,524,1138
6215,448.42105260000005,8.947368421,0.067368421,409,1138
6216,448.42105260000005,8.947368421,0.088157895,430,1138
6217,448.42105260000005,8.947368421,0.108947368,392,1138
6218,448.42105260000005,8.947368421,0.129736842,310,1138
6219,448.42105260000005,8.947368421,0.150526316,369,1138
6220,448.42105260000005,8.947368421,0.171315789,372,1138
6221,448.42105260000005,8.947368421,0.192105263,413,1138
6222,448.42105260000005,8.947368421,0.212894737,430,1138
6223,448.42105260000005,8.947368421,0.233684211,358,1138
6224,448.42105260000005,8.947368421,0.254473684,383,1138
6225,448.42105260000005,8.947368421,0.275263158,379,1138
6226,448.42105260000005,8.947368421,0.296052632,293,1138
6227,448.42105260000005,8.947368421,0.316842105,369,1138
6228,448.42105260000005,8.947368421,0.33763157899999996,334,1138
6229,448.42105260000005,8.947368421,0.358421053,286,1138
6230,448.42105260000005,8.947368421,0.379210526,342,1138
6231,448.42105260000005,8.947368421,0.4,358,1138
6232,448.42105260000005,10.26315789,0.005,4102,1138
6233,448.42105260000005,10.26315789,0.025789474,838,1138
6234,448.42105260000005,10.26315789,0.046578947,459,1138
6235,448.42105260000005,10.26315789,0.067368421,419,1138
6236,448.42105260000005,10.26315789,0.088157895,429,1138
6237,448.42105260000005,10.26315789,0.108947368,387,1138
6238,448.42105260000005,10.26315789,0.129736842,432,1138
6239,448.42105260000005,10.26315789,0.150526316,386,1138
6240,448.42105260000005,10.26315789,0.171315789,363,1138
6241,448.42105260000005,10.26315789,0.192105263,396,1138
6242,448.42105260000005,10.26315789,0.212894737,371,1138
6243,448.42105260000005,10.26315789,0.233684211,365,1138
6244,448.42105260000005,10.26315789,0.254473684,390,1138
6245,448.42105260000005,10.26315789,0.275263158,406,1138
6246,448.42105260000005,10.26315789,0.296052632,360,1138
6247,448.42105260000005,10.26315789,0.316842105,393,1138
6248,448.42105260000005,10.26315789,0.33763157899999996,332,1138
6249,448.42105260000005,10.26315789,0.358421053,399,1138
6250,448.42105260000005,10.26315789,0.379210526,305,1138
6251,448.42105260000005,10.26315789,0.4,307,1138
6252,448.42105260000005,11.57894737,0.005,4290,1138
6253,448.42105260000005,11.57894737,0.025789474,713,1138
6254,448.42105260000005,11.57894737,0.046578947,440,1138
6255,448.42105260000005,11.57894737,0.067368421,480,1138
6256,448.42105260000005,11.57894737,0.088157895,428,1138
6257,448.42105260000005,11.57894737,0.108947368,404,1138
6258,448.42105260000005,11.57894737,0.129736842,351,1138
6259,448.42105260000005,11.57894737,0.150526316,344,1138
6260,448.42105260000005,11.57894737,0.171315789,380,1138
6261,448.42105260000005,11.57894737,0.192105263,414,1138
6262,448.42105260000005,11.57894737,0.212894737,349,1138
6263,448.42105260000005,11.57894737,0.233684211,341,1138
6264,448.42105260000005,11.57894737,0.254473684,366,1138
6265,448.42105260000005,11.57894737,0.275263158,318,1138
6266,448.42105260000005,11.57894737,0.296052632,334,1138
6267,448.42105260000005,11.57894737,0.316842105,365,1138
6268,448.42105260000005,11.57894737,0.33763157899999996,385,1138
6269,448.42105260000005,11.57894737,0.358421053,373,1138
6270,448.42105260000005,11.57894737,0.379210526,409,1138
6271,448.42105260000005,11.57894737,0.4,307,1138
6272,448.42105260000005,12.89473684,0.005,4088,1138
6273,448.42105260000005,12.89473684,0.025789474,761,1138
6274,448.42105260000005,12.89473684,0.046578947,535,1138
6275,448.42105260000005,12.89473684,0.067368421,442,1138
6276,448.42105260000005,12.89473684,0.088157895,403,1138
6277,448.42105260000005,12.89473684,0.108947368,387,1138
6278,448.42105260000005,12.89473684,0.129736842,395,1138
6279,448.42105260000005,12.89473684,0.150526316,355,1138
6280,448.42105260000005,12.89473684,0.171315789,363,1138
6281,448.42105260000005,12.89473684,0.192105263,337,1138
6282,448.42105260000005,12.89473684,0.212894737,403,1138
6283,448.42105260000005,12.89473684,0.233684211,357,1138
6284,448.42105260000005,12.89473684,0.254473684,418,1138
6285,448.42105260000005,12.89473684,0.275263158,309,1138
6286,448.42105260000005,12.89473684,0.296052632,348,1138
6287,448.42105260000005,12.89473684,0.316842105,329,1138
6288,448.42105260000005,12.89473684,0.33763157899999996,350,1138
6289,448.42105260000005,12.89473684,0.358421053,292,1138
6290,448.42105260000005,12.89473684,0.379210526,320,1138
6291,448.42105260000005,12.89473684,0.4,348,1138
6292,448.42105260000005,14.21052632,0.005,4009,1138
6293,448.42105260000005,14.21052632,0.025789474,726,1138
6294,448.42105260000005,14.21052632,0.046578947,477,1138
6295,448.42105260000005,14.21052632,0.067368421,394,1138
6296,448.42105260000005,14.21052632,0.088157895,398,1138
6297,448.42105260000005,14.21052632,0.108947368,397,1138
6298,448.42105260000005,14.21052632,0.129736842,404,1138
6299,448.42105260000005,14.21052632,0.150526316,373,1138
6300,448.42105260000005,14.21052632,0.171315789,407,1138
6301,448.42105260000005,14.21052632,0.192105263,320,1138
6302,448.42105260000005,14.21052632,0.212894737,356,1138
6303,448.42105260000005,14.21052632,0.233684211,378,1138
6304,448.42105260000005,14.21052632,0.254473684,319,1138
6305,448.42105260000005,14.21052632,0.275263158,409,1138
6306,448.42105260000005,14.21052632,0.296052632,312,1138
6307,448.42105260000005,14.21052632,0.316842105,360,1138
6308,448.42105260000005,14.21052632,0.33763157899999996,369,1138
6309,448.42105260000005,14.21052632,0.358421053,365,1138
6310,448.42105260000005,14.21052632,0.379210526,264,1138
6311,448.42105260000005,14.21052632,0.4,354,1138
6312,448.42105260000005,15.52631579,0.005,4268,1138
6313,448.42105260000005,15.52631579,0.025789474,719,1138
6314,448.42105260000005,15.52631579,0.046578947,423,1138
6315,448.42105260000005,15.52631579,0.067368421,401,1138
6316,448.42105260000005,15.52631579,0.088157895,462,1138
6317,448.42105260000005,15.52631579,0.108947368,368,1138
6318,448.42105260000005,15.52631579,0.129736842,420,1138
6319,448.42105260000005,15.52631579,0.150526316,358,1138
6320,448.42105260000005,15.52631579,0.171315789,411,1138
6321,448.42105260000005,15.52631579,0.192105263,404,1138
6322,448.42105260000005,15.52631579,0.212894737,341,1138
6323,448.42105260000005,15.52631579,0.233684211,367,1138
6324,448.42105260000005,15.52631579,0.254473684,401,1138
6325,448.42105260000005,15.52631579,0.275263158,420,1138
6326,448.42105260000005,15.52631579,0.296052632,367,1138
6327,448.42105260000005,15.52631579,0.316842105,378,1138
6328,448.42105260000005,15.52631579,0.33763157899999996,322,1138
6329,448.42105260000005,15.52631579,0.358421053,349,1138
6330,448.42105260000005,15.52631579,0.379210526,302,1138
6331,448.42105260000005,15.52631579,0.4,413,1138
6332,448.42105260000005,16.84210526,0.005,4017,1138
6333,448.42105260000005,16.84210526,0.025789474,588,1138
6334,448.42105260000005,16.84210526,0.046578947,447,1138
6335,448.42105260000005,16.84210526,0.067368421,440,1138
6336,448.42105260000005,16.84210526,0.088157895,396,1138
6337,448.42105260000005,16.84210526,0.108947368,424,1138
6338,448.42105260000005,16.84210526,0.129736842,397,1138
6339,448.42105260000005,16.84210526,0.150526316,352,1138
6340,448.42105260000005,16.84210526,0.171315789,355,1138
6341,448.42105260000005,16.84210526,0.192105263,342,1138
6342,448.42105260000005,16.84210526,0.212894737,369,1138
6343,448.42105260000005,16.84210526,0.233684211,406,1138
6344,448.42105260000005,16.84210526,0.254473684,381,1138
6345,448.42105260000005,16.84210526,0.275263158,343,1138
6346,448.42105260000005,16.84210526,0.296052632,348,1138
6347,448.42105260000005,16.84210526,0.316842105,371,1138
6348,448.42105260000005,16.84210526,0.33763157899999996,388,1138
6349,448.42105260000005,16.84210526,0.358421053,393,1138
6350,448.42105260000005,16.84210526,0.379210526,361,1138
6351,448.42105260000005,16.84210526,0.4,316,1138
6352,448.42105260000005,18.15789474,0.005,4195,1138
6353,448.42105260000005,18.15789474,0.025789474,609,1138
6354,448.42105260000005,18.15789474,0.046578947,488,1138
6355,448.42105260000005,18.15789474,0.067368421,422,1138
6356,448.42105260000005,18.15789474,0.088157895,451,1138
6357,448.42105260000005,18.15789474,0.108947368,400,1138
6358,448.42105260000005,18.15789474,0.129736842,424,1138
6359,448.42105260000005,18.15789474,0.150526316,395,1138
6360,448.42105260000005,18.15789474,0.171315789,357,1138
6361,448.42105260000005,18.15789474,0.192105263,367,1138
6362,448.42105260000005,18.15789474,0.212894737,384,1138
6363,448.42105260000005,18.15789474,0.233684211,350,1138
6364,448.42105260000005,18.15789474,0.254473684,362,1138
6365,448.42105260000005,18.15789474,0.275263158,351,1138
6366,448.42105260000005,18.15789474,0.296052632,398,1138
6367,448.42105260000005,18.15789474,0.316842105,334,1138
6368,448.42105260000005,18.15789474,0.33763157899999996,342,1138
6369,448.42105260000005,18.15789474,0.358421053,359,1138
6370,448.42105260000005,18.15789474,0.379210526,321,1138
6371,448.42105260000005,18.15789474,0.4,323,1138
6372,448.42105260000005,19.47368421,0.005,4024,1138
6373,448.42105260000005,19.47368421,0.025789474,629,1138
6374,448.42105260000005,19.47368421,0.046578947,425,1138
6375,448.42105260000005,19.47368421,0.067368421,374,1138
6376,448.42105260000005,19.47368421,0.088157895,388,1138
6377,448.42105260000005,19.47368421,0.108947368,353,1138
6378,448.42105260000005,19.47368421,0.129736842,368,1138
6379,448.42105260000005,19.47368421,0.150526316,402,1138
6380,448.42105260000005,19.47368421,0.171315789,392,1138
6381,448.42105260000005,19.47368421,0.192105263,292,1138
6382,448.42105260000005,19.47368421,0.212894737,326,1138
6383,448.42105260000005,19.47368421,0.233684211,395,1138
6384,448.42105260000005,19.47368421,0.254473684,347,1138
6385,448.42105260000005,19.47368421,0.275263158,362,1138
6386,448.42105260000005,19.47368421,0.296052632,301,1138
6387,448.42105260000005,19.47368421,0.316842105,396,1138
6388,448.42105260000005,19.47368421,0.33763157899999996,391,1138
6389,448.42105260000005,19.47368421,0.358421053,325,1138
6390,448.42105260000005,19.47368421,0.379210526,404,1138
6391,448.42105260000005,19.47368421,0.4,358,1138
6392,448.42105260000005,20.78947368,0.005,3900,1138
6393,448.42105260000005,20.78947368,0.025789474,532,1138
6394,448.42105260000005,20.78947368,0.046578947,440,1138
6395,448.42105260000005,20.78947368,0.067368421,396,1138
6396,448.42105260000005,20.78947368,0.088157895,399,1138
6397,448.42105260000005,20.78947368,0.108947368,348,1138
6398,448.42105260000005,20.78947368,0.129736842,424,1138
6399,448.42105260000005,20.78947368,0.150526316,360,1138
6400,448.42105260000005,20.78947368,0.171315789,381,1138
6401,448.42105260000005,20.78947368,0.192105263,323,1138
6402,448.42105260000005,20.78947368,0.212894737,392,1138
6403,448.42105260000005,20.78947368,0.233684211,315,1138
6404,448.42105260000005,20.78947368,0.254473684,397,1138
6405,448.42105260000005,20.78947368,0.275263158,312,1138
6406,448.42105260000005,20.78947368,0.296052632,407,1138
6407,448.42105260000005,20.78947368,0.316842105,368,1138
6408,448.42105260000005,20.78947368,0.33763157899999996,399,1138
6409,448.42105260000005,20.78947368,0.358421053,340,1138
6410,448.42105260000005,20.78947368,0.379210526,352,1138
6411,448.42105260000005,20.78947368,0.4,386,1138
6412,448.42105260000005,22.10526316,0.005,4005,1138
6413,448.42105260000005,22.10526316,0.025789474,564,1138
6414,448.42105260000005,22.10526316,0.046578947,421,1138
6415,448.42105260000005,22.10526316,0.067368421,385,1138
6416,448.42105260000005,22.10526316,0.088157895,402,1138
6417,448.42105260000005,22.10526316,0.108947368,337,1138
6418,448.42105260000005,22.10526316,0.129736842,368,1138
6419,448.42105260000005,22.10526316,0.150526316,400,1138
6420,448.42105260000005,22.10526316,0.171315789,354,1138
6421,448.42105260000005,22.10526316,0.192105263,355,1138
6422,448.42105260000005,22.10526316,0.212894737,350,1138
6423,448.42105260000005,22.10526316,0.233684211,386,1138
6424,448.42105260000005,22.10526316,0.254473684,357,1138
6425,448.42105260000005,22.10526316,0.275263158,341,1138
6426,448.42105260000005,22.10526316,0.296052632,399,1138
6427,448.42105260000005,22.10526316,0.316842105,356,1138
6428,448.42105260000005,22.10526316,0.33763157899999996,341,1138
6429,448.42105260000005,22.10526316,0.358421053,361,1138
6430,448.42105260000005,22.10526316,0.379210526,342,1138
6431,448.42105260000005,22.10526316,0.4,286,1138
6432,448.42105260000005,23.42105263,0.005,4255,1138
6433,448.42105260000005,23.42105263,0.025789474,550,1138
6434,448.42105260000005,23.42105263,0.046578947,439,1138
6435,448.42105260000005,23.42105263,0.067368421,333,1138
6436,448.42105260000005,23.42105263,0.088157895,353,1138
6437,448.42105260000005,23.42105263,0.108947368,347,1138
6438,448.42105260000005,23.42105263,0.129736842,388,1138
6439,448.42105260000005,23.42105263,0.150526316,395,1138
6440,448.42105260000005,23.42105263,0.171315789,333,1138
6441,448.42105260000005,23.42105263,0.192105263,370,1138
6442,448.42105260000005,23.42105263,0.212894737,373,1138
6443,448.42105260000005,23.42105263,0.233684211,355,1138
6444,448.42105260000005,23.42105263,0.254473684,342,1138
6445,448.42105260000005,23.42105263,0.275263158,342,1138
6446,448.42105260000005,23.42105263,0.296052632,365,1138
6447,448.42105260000005,23.42105263,0.316842105,353,1138
6448,448.42105260000005,23.42105263,0.33763157899999996,338,1138
6449,448.42105260000005,23.42105263,0.358421053,384,1138
6450,448.42105260000005,23.42105263,0.379210526,374,1138
6451,448.42105260000005,23.42105263,0.4,296,1138
6452,448.42105260000005,24.73684211,0.005,3947,1138
6453,448.42105260000005,24.73684211,0.025789474,514,1138
6454,448.42105260000005,24.73684211,0.046578947,393,1138
6455,448.42105260000005,24.73684211,0.067368421,367,1138
6456,448.42105260000005,24.73684211,0.088157895,398,1138
6457,448.42105260000005,24.73684211,0.108947368,314,1138
6458,448.42105260000005,24.73684211,0.129736842,414,1138
6459,448.42105260000005,24.73684211,0.150526316,325,1138
6460,448.42105260000005,24.73684211,0.171315789,338,1138
6461,448.42105260000005,24.73684211,0.192105263,403,1138
6462,448.42105260000005,24.73684211,0.212894737,356,1138
6463,448.42105260000005,24.73684211,0.233684211,379,1138
6464,448.42105260000005,24.73684211,0.254473684,354,1138
6465,448.42105260000005,24.73684211,0.275263158,426,1138
6466,448.42105260000005,24.73684211,0.296052632,328,1138
6467,448.42105260000005,24.73684211,0.316842105,379,1138
6468,448.42105260000005,24.73684211,0.33763157899999996,344,1138
6469,448.42105260000005,24.73684211,0.358421053,326,1138
6470,448.42105260000005,24.73684211,0.379210526,307,1138
6471,448.42105260000005,24.73684211,0.4,354,1138
6472,448.42105260000005,26.05263158,0.005,4260,1138
6473,448.42105260000005,26.05263158,0.025789474,489,1138
6474,448.42105260000005,26.05263158,0.046578947,386,1138
6475,448.42105260000005,26.05263158,0.067368421,373,1138
6476,448.42105260000005,26.05263158,0.088157895,451,1138
6477,448.42105260000005,26.05263158,0.108947368,369,1138
6478,448.42105260000005,26.05263158,0.129736842,385,1138
6479,448.42105260000005,26.05263158,0.150526316,310,1138
6480,448.42105260000005,26.05263158,0.171315789,344,1138
6481,448.42105260000005,26.05263158,0.192105263,305,1138
6482,448.42105260000005,26.05263158,0.212894737,320,1138
6483,448.42105260000005,26.05263158,0.233684211,328,1138
6484,448.42105260000005,26.05263158,0.254473684,305,1138
6485,448.42105260000005,26.05263158,0.275263158,376,1138
6486,448.42105260000005,26.05263158,0.296052632,351,1138
6487,448.42105260000005,26.05263158,0.316842105,307,1138
6488,448.42105260000005,26.05263158,0.33763157899999996,384,1138
6489,448.42105260000005,26.05263158,0.358421053,297,1138
6490,448.42105260000005,26.05263158,0.379210526,413,1138
6491,448.42105260000005,26.05263158,0.4,359,1138
6492,448.42105260000005,27.36842105,0.005,4046,1138
6493,448.42105260000005,27.36842105,0.025789474,571,1138
6494,448.42105260000005,27.36842105,0.046578947,409,1138
6495,448.42105260000005,27.36842105,0.067368421,509,1138
6496,448.42105260000005,27.36842105,0.088157895,358,1138
6497,448.42105260000005,27.36842105,0.108947368,473,1138
6498,448.42105260000005,27.36842105,0.129736842,386,1138
6499,448.42105260000005,27.36842105,0.150526316,444,1138
6500,448.42105260000005,27.36842105,0.171315789,399,1138
6501,448.42105260000005,27.36842105,0.192105263,380,1138
6502,448.42105260000005,27.36842105,0.212894737,350,1138
6503,448.42105260000005,27.36842105,0.233684211,376,1138
6504,448.42105260000005,27.36842105,0.254473684,405,1138
6505,448.42105260000005,27.36842105,0.275263158,364,1138
6506,448.42105260000005,27.36842105,0.296052632,362,1138
6507,448.42105260000005,27.36842105,0.316842105,335,1138
6508,448.42105260000005,27.36842105,0.33763157899999996,287,1138
6509,448.42105260000005,27.36842105,0.358421053,255,1138
6510,448.42105260000005,27.36842105,0.379210526,305,1138
6511,448.42105260000005,27.36842105,0.4,341,1138
6512,448.42105260000005,28.68421053,0.005,3985,1138
6513,448.42105260000005,28.68421053,0.025789474,434,1138
6514,448.42105260000005,28.68421053,0.046578947,367,1138
6515,448.42105260000005,28.68421053,0.067368421,388,1138
6516,448.42105260000005,28.68421053,0.088157895,400,1138
6517,448.42105260000005,28.68421053,0.108947368,309,1138
6518,448.42105260000005,28.68421053,0.129736842,364,1138
6519,448.42105260000005,28.68421053,0.150526316,375,1138
6520,448.42105260000005,28.68421053,0.171315789,406,1138
6521,448.42105260000005,28.68421053,0.192105263,325,1138
6522,448.42105260000005,28.68421053,0.212894737,290,1138
6523,448.42105260000005,28.68421053,0.233684211,387,1138
6524,448.42105260000005,28.68421053,0.254473684,301,1138
6525,448.42105260000005,28.68421053,0.275263158,404,1138
6526,448.42105260000005,28.68421053,0.296052632,328,1138
6527,448.42105260000005,28.68421053,0.316842105,360,1138
6528,448.42105260000005,28.68421053,0.33763157899999996,317,1138
6529,448.42105260000005,28.68421053,0.358421053,340,1138
6530,448.42105260000005,28.68421053,0.379210526,328,1138
6531,448.42105260000005,28.68421053,0.4,320,1138
6532,448.42105260000005,30.0,0.005,3952,1138
6533,448.42105260000005,30.0,0.025789474,441,1138
6534,448.42105260000005,30.0,0.046578947,357,1138
6535,448.42105260000005,30.0,0.067368421,358,1138
6536,448.42105260000005,30.0,0.088157895,349,1138
6537,448.42105260000005,30.0,0.108947368,383,1138
6538,448.42105260000005,30.0,0.129736842,398,1138
6539,448.42105260000005,30.0,0.150526316,338,1138
6540,448.42105260000005,30.0,0.171315789,331,1138
6541,448.42105260000005,30.0,0.192105263,337,1138
6542,448.42105260000005,30.0,0.212894737,336,1138
6543,448.42105260000005,30.0,0.233684211,340,1138
6544,448.42105260000005,30.0,0.254473684,308,1138
6545,448.42105260000005,30.0,0.275263158,375,1138
6546,448.42105260000005,30.0,0.296052632,289,1138
6547,448.42105260000005,30.0,0.316842105,323,1138
6548,448.42105260000005,30.0,0.33763157899999996,343,1138
6549,448.42105260000005,30.0,0.358421053,288,1138
6550,448.42105260000005,30.0,0.379210526,320,1138
6551,448.42105260000005,30.0,0.4,321,1138
6552,449.0,21.0,0.063760942,369,1138
6553,450.0,9.0,0.015715823,3951,1138
6554,450.0,9.0,0.015715823,4011,1138
6555,450.0,9.0,0.015715823,4023,1138
6556,452.0,8.0,0.32338764,446,1138
6557,452.0,10.0,0.310737961,362,1138
6558,457.0,22.0,0.230580045,407,1138
6559,459.0,15.0,0.332700743,415,1138
6560,459.0,21.0,0.321407502,408,1138
6561,459.0,21.0,0.332700743,382,1138
6562,459.0,21.0,0.34076142600000003,388,1138
6563,463.0,19.0,0.072554115,524,1138
6564,467.0,19.0,0.063760942,574,1138
6565,469.0,6.0,0.21018176600000002,410,1138
6566,469.0,6.0,0.216544359,476,1138
6567,469.0,19.0,0.228496678,464,1138
6568,469.0,19.0,0.2334815,421,1138
6569,470.0,9.0,0.332312702,433,1138
6570,471.0,19.0,0.339930845,515,1138
6571,475.0,8.0,0.054443597,667,1138
6572,475.0,24.0,0.331961057,442,1138
6573,481.0,7.0,0.11875273,551,1138
6574,481.0,7.0,0.12890029,451,1138
6575,481.0,7.0,0.141128164,513,1138
6576,483.0,20.0,0.12485875199999999,485,1138
6577,484.0,19.0,0.23015257600000003,481,1138
6578,493.0,29.0,0.070799745,483,1138
6579,495.0,30.0,0.218509268,473,1138
6580,496.0,20.0,0.142553739,436,1138
6581,496.0,27.0,0.124576146,524,1138
6582,496.0,29.0,0.124576146,441,1138
6583,497.0,26.0,0.225829582,418,1138
6584,499.0,27.0,0.032990645,655,1138
6585,501.0,14.0,0.340680629,419,1138
6586,505.0,15.0,0.14149123,520,1138
6587,505.0,25.0,0.026869405,676,1138
6588,505.0,27.0,0.393779165,367,1138
6589,508.0,27.0,0.069878791,408,1138
6590,509.0,8.0,0.311505993,468,1138
6591,509.0,21.0,0.040424624,583,1138
6592,511.0,17.0,0.160253868,455,1138
6593,511.0,17.0,0.164940491,443,1138
6594,511.0,17.0,0.170568807,441,1138
6595,511.0,20.0,0.22787570000000001,377,1138
6596,511.0,25.0,0.259491482,480,1138
6597,511.05263160000004,5.0,0.005,4325,1138
6598,511.05263160000004,5.0,0.025789474,1485,1138
6599,511.05263160000004,5.0,0.046578947,720,1138
6600,511.05263160000004,5.0,0.067368421,573,1138
6601,511.05263160000004,5.0,0.088157895,582,1138
6602,511.05263160000004,5.0,0.108947368,580,1138
6603,511.05263160000004,5.0,0.129736842,498,1138
6604,511.05263160000004,5.0,0.150526316,504,1138
6605,511.05263160000004,5.0,0.171315789,458,1138
6606,511.05263160000004,5.0,0.192105263,462,1138
6607,511.05263160000004,5.0,0.212894737,526,1138
6608,511.05263160000004,5.0,0.233684211,491,1138
6609,511.05263160000004,5.0,0.254473684,460,1138
6610,511.05263160000004,5.0,0.275263158,477,1138
6611,511.05263160000004,5.0,0.296052632,418,1138
6612,511.05263160000004,5.0,0.316842105,398,1138
6613,511.05263160000004,5.0,0.33763157899999996,401,1138
6614,511.05263160000004,5.0,0.358421053,378,1138
6615,511.05263160000004,5.0,0.379210526,423,1138
6616,511.05263160000004,5.0,0.4,372,1138
6617,511.05263160000004,6.315789474,0.005,4120,1138
6618,511.05263160000004,6.315789474,0.025789474,1470,1138
6619,511.05263160000004,6.315789474,0.046578947,747,1138
6620,511.05263160000004,6.315789474,0.067368421,652,1138
6621,511.05263160000004,6.315789474,0.088157895,549,1138
6622,511.05263160000004,6.315789474,0.108947368,615,1138
6623,511.05263160000004,6.315789474,0.129736842,536,1138
6624,511.05263160000004,6.315789474,0.150526316,490,1138
6625,511.05263160000004,6.315789474,0.171315789,410,1138
6626,511.05263160000004,6.315789474,0.192105263,498,1138
6627,511.05263160000004,6.315789474,0.212894737,508,1138
6628,511.05263160000004,6.315789474,0.233684211,408,1138
6629,511.05263160000004,6.315789474,0.254473684,534,1138
6630,511.05263160000004,6.315789474,0.275263158,472,1138
6631,511.05263160000004,6.315789474,0.296052632,526,1138
6632,511.05263160000004,6.315789474,0.316842105,369,1138
6633,511.05263160000004,6.315789474,0.33763157899999996,424,1138
6634,511.05263160000004,6.315789474,0.358421053,474,1138
6635,511.05263160000004,6.315789474,0.379210526,308,1138
6636,511.05263160000004,6.315789474,0.4,466,1138
6637,511.05263160000004,7.631578947,0.005,4194,1138
6638,511.05263160000004,7.631578947,0.025789474,1423,1138
6639,511.05263160000004,7.631578947,0.046578947,741,1138
6640,511.05263160000004,7.631578947,0.067368421,625,1138
6641,511.05263160000004,7.631578947,0.088157895,493,1138
6642,511.05263160000004,7.631578947,0.108947368,561,1138
6643,511.05263160000004,7.631578947,0.129736842,509,1138
6644,511.05263160000004,7.631578947,0.150526316,497,1138
6645,511.05263160000004,7.631578947,0.171315789,495,1138
6646,511.05263160000004,7.631578947,0.192105263,474,1138
6647,511.05263160000004,7.631578947,0.212894737,397,1138
6648,511.05263160000004,7.631578947,0.233684211,371,1138
6649,511.05263160000004,7.631578947,0.254473684,459,1138
6650,511.05263160000004,7.631578947,0.275263158,390,1138
6651,511.05263160000004,7.631578947,0.296052632,471,1138
6652,511.05263160000004,7.631578947,0.316842105,402,1138
6653,511.05263160000004,7.631578947,0.33763157899999996,395,1138
6654,511.05263160000004,7.631578947,0.358421053,416,1138
6655,511.05263160000004,7.631578947,0.379210526,409,1138
6656,511.05263160000004,7.631578947,0.4,421,1138
6657,511.05263160000004,8.947368421,0.005,3873,1138
6658,511.05263160000004,8.947368421,0.025789474,1319,1138
6659,511.05263160000004,8.947368421,0.046578947,743,1138
6660,511.05263160000004,8.947368421,0.067368421,600,1138
6661,511.05263160000004,8.947368421,0.088157895,523,1138
6662,511.05263160000004,8.947368421,0.108947368,520,1138
6663,511.05263160000004,8.947368421,0.129736842,518,1138
6664,511.05263160000004,8.947368421,0.150526316,443,1138
6665,511.05263160000004,8.947368421,0.171315789,493,1138
6666,511.05263160000004,8.947368421,0.192105263,453,1138
6667,511.05263160000004,8.947368421,0.212894737,414,1138
6668,511.05263160000004,8.947368421,0.233684211,418,1138
6669,511.05263160000004,8.947368421,0.254473684,410,1138
6670,511.05263160000004,8.947368421,0.275263158,407,1138
6671,511.05263160000004,8.947368421,0.296052632,430,1138
6672,511.05263160000004,8.947368421,0.316842105,503,1138
6673,511.05263160000004,8.947368421,0.33763157899999996,491,1138
6674,511.05263160000004,8.947368421,0.358421053,430,1138
6675,511.05263160000004,8.947368421,0.379210526,431,1138
6676,511.05263160000004,8.947368421,0.4,436,1138
6677,511.05263160000004,10.26315789,0.005,4121,1138
6678,511.05263160000004,10.26315789,0.025789474,1141,1138
6679,511.05263160000004,10.26315789,0.046578947,687,1138
6680,511.05263160000004,10.26315789,0.067368421,588,1138
