,k5,k6,k7,score,score_init
3589,260.5263158,7.631578947,0.358421053,237,1138
3590,260.5263158,7.631578947,0.379210526,263,1138
3591,260.5263158,7.631578947,0.4,274,1138
3592,260.5263158,8.947368421,0.005,4355,1138
3593,260.5263158,8.947368421,0.025789474,510,1138
3594,260.5263158,8.947368421,0.046578947,284,1138
3595,260.5263158,8.947368421,0.067368421,228,1138
3596,260.5263158,8.947368421,0.088157895,272,1138
3597,260.5263158,8.947368421,0.108947368,267,1138
3598,260.5263158,8.947368421,0.129736842,251,1138
3599,260.5263158,8.947368421,0.150526316,206,1138
3600,260.5263158,8.947368421,0.171315789,266,1138
3601,260.5263158,8.947368421,0.192105263,306,1138
3602,260.5263158,8.947368421,0.212894737,295,1138
3603,260.5263158,8.947368421,0.233684211,273,1138
3604,260.5263158,8.947368421,0.254473684,292,1138
3605,260.5263158,8.947368421,0.275263158,274,1138
3606,260.5263158,8.947368421,0.296052632,303,1138
3607,260.5263158,8.947368421,0.316842105,295,1138
3608,260.5263158,8.947368421,0.33763157899999996,284,1138
3609,260.5263158,8.947368421,0.358421053,309,1138
3610,260.5263158,8.947368421,0.379210526,312,1138
3611,260.5263158,8.947368421,0.4,284,1138
3612,260.5263158,10.26315789,0.005,4055,1138
3613,260.5263158,10.26315789,0.025789474,441,1138
3614,260.5263158,10.26315789,0.046578947,313,1138
3615,260.5263158,10.26315789,0.067368421,279,1138
3616,260.5263158,10.26315789,0.088157895,243,1138
3617,260.5263158,10.26315789,0.108947368,290,1138
3618,260.5263158,10.26315789,0.129736842,283,1138
3619,260.5263158,10.26315789,0.150526316,218,1138
3620,260.5263158,10.26315789,0.171315789,252,1138
3621,260.5263158,10.26315789,0.192105263,291,1138
3622,260.5263158,10.26315789,0.212894737,288,1138
3623,260.5263158,10.26315789,0.233684211,247,1138
3624,260.5263158,10.26315789,0.254473684,324,1138
3625,260.5263158,10.26315789,0.275263158,272,1138
3626,260.5263158,10.26315789,0.296052632,290,1138
3627,260.5263158,10.26315789,0.316842105,270,1138
3628,260.5263158,10.26315789,0.33763157899999996,280,1138
3629,260.5263158,10.26315789,0.358421053,334,1138
3630,260.5263158,10.26315789,0.379210526,249,1138
3631,260.5263158,10.26315789,0.4,266,1138
3632,260.5263158,11.57894737,0.005,3966,1138
3633,260.5263158,11.57894737,0.025789474,376,1138
3634,260.5263158,11.57894737,0.046578947,271,1138
3635,260.5263158,11.57894737,0.067368421,248,1138
3636,260.5263158,11.57894737,0.088157895,290,1138
3637,260.5263158,11.57894737,0.108947368,289,1138
3638,260.5263158,11.57894737,0.129736842,243,1138
3639,260.5263158,11.57894737,0.150526316,315,1138
3640,260.5263158,11.57894737,0.171315789,215,1138
3641,260.5263158,11.57894737,0.192105263,249,1138
3642,260.5263158,11.57894737,0.212894737,303,1138
3643,260.5263158,11.57894737,0.233684211,297,1138
3644,260.5263158,11.57894737,0.254473684,293,1138
3645,260.5263158,11.57894737,0.275263158,259,1138
3646,260.5263158,11.57894737,0.296052632,299,1138
3647,260.5263158,11.57894737,0.316842105,289,1138
3648,260.5263158,11.57894737,0.33763157899999996,269,1138
3649,260.5263158,11.57894737,0.358421053,278,1138
3650,260.5263158,11.57894737,0.379210526,282,1138
3651,260.5263158,11.57894737,0.4,314,1138
3652,260.5263158,12.89473684,0.005,4210,1138
3653,260.5263158,12.89473684,0.025789474,402,1138
3654,260.5263158,12.89473684,0.046578947,295,1138
3655,260.5263158,12.89473684,0.067368421,314,1138
3656,260.5263158,12.89473684,0.088157895,264,1138
3657,260.5263158,12.89473684,0.108947368,257,1138
3658,260.5263158,12.89473684,0.129736842,262,1138
3659,260.5263158,12.89473684,0.150526316,230,1138
3660,260.5263158,12.89473684,0.171315789,247,1138
3661,260.5263158,12.89473684,0.192105263,261,1138
3662,260.5263158,12.89473684,0.212894737,239,1138
3663,260.5263158,12.89473684,0.233684211,317,1138
3664,260.5263158,12.89473684,0.254473684,260,1138
3665,260.5263158,12.89473684,0.275263158,291,1138
3666,260.5263158,12.89473684,0.296052632,255,1138
3667,260.5263158,12.89473684,0.316842105,268,1138
3668,260.5263158,12.89473684,0.33763157899999996,304,1138
3669,260.5263158,12.89473684,0.358421053,321,1138
3670,260.5263158,12.89473684,0.379210526,274,1138
3671,260.5263158,12.89473684,0.4,275,1138
3672,260.5263158,14.21052632,0.005,4222,1138
3673,260.5263158,14.21052632,0.025789474,403,1138
3674,260.5263158,14.21052632,0.046578947,240,1138
3675,260.5263158,14.21052632,0.067368421,247,1138
3676,260.5263158,14.21052632,0.088157895,234,1138
3677,260.5263158,14.21052632,0.108947368,236,1138
3678,260.5263158,14.21052632,0.129736842,282,1138
3679,260.5263158,14.21052632,0.150526316,304,1138
3680,260.5263158,14.21052632,0.171315789,272,1138
3681,260.5263158,14.21052632,0.192105263,310,1138
3682,260.5263158,14.21052632,0.212894737,282,1138
3683,260.5263158,14.21052632,0.233684211,233,1138
3684,260.5263158,14.21052632,0.254473684,305,1138
3685,260.5263158,14.21052632,0.275263158,270,1138
3686,260.5263158,14.21052632,0.296052632,276,1138
3687,260.5263158,14.21052632,0.316842105,322,1138
3688,260.5263158,14.21052632,0.33763157899999996,273,1138
3689,260.5263158,14.21052632,0.358421053,313,1138
3690,260.5263158,14.21052632,0.379210526,274,1138
3691,260.5263158,14.21052632,0.4,290,1138
3692,260.5263158,15.52631579,0.005,4177,1138
3693,260.5263158,15.52631579,0.025789474,332,1138
3694,260.5263158,15.52631579,0.046578947,301,1138
3695,260.5263158,15.52631579,0.067368421,221,1138
3696,260.5263158,15.52631579,0.088157895,281,1138
3697,260.5263158,15.52631579,0.108947368,238,1138
3698,260.5263158,15.52631579,0.129736842,291,1138
3699,260.5263158,15.52631579,0.150526316,252,1138
3700,260.5263158,15.52631579,0.171315789,326,1138
3701,260.5263158,15.52631579,0.192105263,291,1138
3702,260.5263158,15.52631579,0.212894737,296,1138
3703,260.5263158,15.52631579,0.233684211,272,1138
3704,260.5263158,15.52631579,0.254473684,291,1138
3705,260.5263158,15.52631579,0.275263158,314,1138
3706,260.5263158,15.52631579,0.296052632,314,1138
3707,260.5263158,15.52631579,0.316842105,283,1138
3708,260.5263158,15.52631579,0.33763157899999996,262,1138
3709,260.5263158,15.52631579,0.358421053,275,1138
3710,260.5263158,15.52631579,0.379210526,296,1138
3711,260.5263158,15.52631579,0.4,309,1138
3712,260.5263158,16.84210526,0.005,3887,1138
3713,260.5263158,16.84210526,0.025789474,367,1138
3714,260.5263158,16.84210526,0.046578947,285,1138
3715,260.5263158,16.84210526,0.067368421,277,1138
3716,260.5263158,16.84210526,0.088157895,287,1138
3717,260.5263158,16.84210526,0.108947368,303,1138
3718,260.5263158,16.84210526,0.129736842,266,1138
3719,260.5263158,16.84210526,0.150526316,352,1138
3720,260.5263158,16.84210526,0.171315789,271,1138
3721,260.5263158,16.84210526,0.192105263,269,1138
3722,260.5263158,16.84210526,0.212894737,266,1138
3723,260.5263158,16.84210526,0.233684211,309,1138
3724,260.5263158,16.84210526,0.254473684,300,1138
3725,260.5263158,16.84210526,0.275263158,243,1138
3726,260.5263158,16.84210526,0.296052632,274,1138
3727,260.5263158,16.84210526,0.316842105,348,1138
3728,260.5263158,16.84210526,0.33763157899999996,235,1138
3729,260.5263158,16.84210526,0.358421053,248,1138
3730,260.5263158,16.84210526,0.379210526,315,1138
3731,260.5263158,16.84210526,0.4,336,1138
3732,260.5263158,18.15789474,0.005,4110,1138
3733,260.5263158,18.15789474,0.025789474,321,1138
3734,260.5263158,18.15789474,0.046578947,268,1138
3735,260.5263158,18.15789474,0.067368421,267,1138
3736,260.5263158,18.15789474,0.088157895,259,1138
3737,260.5263158,18.15789474,0.108947368,269,1138
3738,260.5263158,18.15789474,0.129736842,300,1138
3739,260.5263158,18.15789474,0.150526316,293,1138
3740,260.5263158,18.15789474,0.171315789,289,1138
3741,260.5263158,18.15789474,0.192105263,278,1138
3742,260.5263158,18.15789474,0.212894737,301,1138
3743,260.5263158,18.15789474,0.233684211,296,1138
3744,260.5263158,18.15789474,0.254473684,285,1138
3745,260.5263158,18.15789474,0.275263158,246,1138
3746,260.5263158,18.15789474,0.296052632,270,1138
3747,260.5263158,18.15789474,0.316842105,267,1138
3748,260.5263158,18.15789474,0.33763157899999996,273,1138
3749,260.5263158,18.15789474,0.358421053,290,1138
3750,260.5263158,18.15789474,0.379210526,322,1138
3751,260.5263158,18.15789474,0.4,296,1138
3752,260.5263158,19.47368421,0.005,4333,1138
3753,260.5263158,19.47368421,0.025789474,277,1138
3754,260.5263158,19.47368421,0.046578947,330,1138
3755,260.5263158,19.47368421,0.067368421,273,1138
3756,260.5263158,19.47368421,0.088157895,277,1138
3757,260.5263158,19.47368421,0.108947368,270,1138
3758,260.5263158,19.47368421,0.129736842,272,1138
3759,260.5263158,19.47368421,0.150526316,271,1138
3760,260.5263158,19.47368421,0.171315789,289,1138
3761,260.5263158,19.47368421,0.192105263,300,1138
3762,260.5263158,19.47368421,0.212894737,292,1138
3763,260.5263158,19.47368421,0.233684211,292,1138
3764,260.5263158,19.47368421,0.254473684,270,1138
3765,260.5263158,19.47368421,0.275263158,243,1138
3766,260.5263158,19.47368421,0.296052632,291,1138
3767,260.5263158,19.47368421,0.316842105,301,1138
3768,260.5263158,19.47368421,0.33763157899999996,266,1138
3769,260.5263158,19.47368421,0.358421053,364,1138
3770,260.5263158,19.47368421,0.379210526,269,1138
3771,260.5263158,19.47368421,0.4,266,1138
3772,260.5263158,20.78947368,0.005,4072,1138
3773,260.5263158,20.78947368,0.025789474,315,1138
3774,260.5263158,20.78947368,0.046578947,273,1138
3775,260.5263158,20.78947368,0.067368421,197,1138
3776,260.5263158,20.78947368,0.088157895,270,1138
3777,260.5263158,20.78947368,0.108947368,268,1138
3778,260.5263158,20.78947368,0.129736842,285,1138
3779,260.5263158,20.78947368,0.150526316,312,1138
3780,260.5263158,20.78947368,0.171315789,303,1138
3781,260.5263158,20.78947368,0.192105263,281,1138
3782,260.5263158,20.78947368,0.212894737,348,1138
3783,260.5263158,20.78947368,0.233684211,288,1138
3784,260.5263158,20.78947368,0.254473684,259,1138
3785,260.5263158,20.78947368,0.275263158,325,1138
3786,260.5263158,20.78947368,0.296052632,298,1138
3787,260.5263158,20.78947368,0.316842105,258,1138
3788,260.5263158,20.78947368,0.33763157899999996,262,1138
3789,260.5263158,20.78947368,0.358421053,260,1138
3790,260.5263158,20.78947368,0.379210526,295,1138
3791,260.5263158,20.78947368,0.4,277,1138
3792,260.5263158,22.10526316,0.005,4160,1138
3793,260.5263158,22.10526316,0.025789474,234,1138
3794,260.5263158,22.10526316,0.046578947,239,1138
3795,260.5263158,22.10526316,0.067368421,249,1138
3796,260.5263158,22.10526316,0.088157895,216,1138
3797,260.5263158,22.10526316,0.108947368,280,1138
3798,260.5263158,22.10526316,0.129736842,236,1138
3799,260.5263158,22.10526316,0.150526316,270,1138
3800,260.5263158,22.10526316,0.171315789,301,1138
3801,260.5263158,22.10526316,0.192105263,274,1138
3802,260.5263158,22.10526316,0.212894737,236,1138
3803,260.5263158,22.10526316,0.233684211,272,1138
3804,260.5263158,22.10526316,0.254473684,304,1138
3805,260.5263158,22.10526316,0.275263158,273,1138
3806,260.5263158,22.10526316,0.296052632,300,1138
3807,260.5263158,22.10526316,0.316842105,273,1138
3808,260.5263158,22.10526316,0.33763157899999996,334,1138
3809,260.5263158,22.10526316,0.358421053,287,1138
3810,260.5263158,22.10526316,0.379210526,360,1138
3811,260.5263158,22.10526316,0.4,350,1138
3812,260.5263158,23.42105263,0.005,4007,1138
3813,260.5263158,23.42105263,0.025789474,225,1138
3814,260.5263158,23.42105263,0.046578947,279,1138
3815,260.5263158,23.42105263,0.067368421,240,1138
3816,260.5263158,23.42105263,0.088157895,216,1138
3817,260.5263158,23.42105263,0.108947368,278,1138
3818,260.5263158,23.42105263,0.129736842,319,1138
3819,260.5263158,23.42105263,0.150526316,265,1138
3820,260.5263158,23.42105263,0.171315789,314,1138
3821,260.5263158,23.42105263,0.192105263,274,1138
3822,260.5263158,23.42105263,0.212894737,268,1138
3823,260.5263158,23.42105263,0.233684211,239,1138
3824,260.5263158,23.42105263,0.254473684,276,1138
3825,260.5263158,23.42105263,0.275263158,326,1138
3826,260.5263158,23.42105263,0.296052632,291,1138
3827,260.5263158,23.42105263,0.316842105,250,1138
3828,260.5263158,23.42105263,0.33763157899999996,300,1138
3829,260.5263158,23.42105263,0.358421053,301,1138
3830,260.5263158,23.42105263,0.379210526,303,1138
3831,260.5263158,23.42105263,0.4,324,1138
3832,260.5263158,24.73684211,0.005,4095,1138
3833,260.5263158,24.73684211,0.025789474,267,1138
3834,260.5263158,24.73684211,0.046578947,251,1138
3835,260.5263158,24.73684211,0.067368421,255,1138
3836,260.5263158,24.73684211,0.088157895,273,1138
3837,260.5263158,24.73684211,0.108947368,274,1138
3838,260.5263158,24.73684211,0.129736842,295,1138
3839,260.5263158,24.73684211,0.150526316,255,1138
3840,260.5263158,24.73684211,0.171315789,235,1138
3841,260.5263158,24.73684211,0.192105263,312,1138
3842,260.5263158,24.73684211,0.212894737,285,1138
3843,260.5263158,24.73684211,0.233684211,322,1138
3844,260.5263158,24.73684211,0.254473684,255,1138
3845,260.5263158,24.73684211,0.275263158,300,1138
3846,260.5263158,24.73684211,0.296052632,272,1138
3847,260.5263158,24.73684211,0.316842105,348,1138
3848,260.5263158,24.73684211,0.33763157899999996,271,1138
3849,260.5263158,24.73684211,0.358421053,266,1138
3850,260.5263158,24.73684211,0.379210526,376,1138
3851,260.5263158,24.73684211,0.4,305,1138
3852,260.5263158,26.05263158,0.005,4245,1138
3853,260.5263158,26.05263158,0.025789474,242,1138
3854,260.5263158,26.05263158,0.046578947,252,1138
3855,260.5263158,26.05263158,0.067368421,256,1138
3856,260.5263158,26.05263158,0.088157895,266,1138
3857,260.5263158,26.05263158,0.108947368,254,1138
3858,260.5263158,26.05263158,0.129736842,266,1138
3859,260.5263158,26.05263158,0.150526316,224,1138
3860,260.5263158,26.05263158,0.171315789,248,1138
3861,260.5263158,26.05263158,0.192105263,266,1138
3862,260.5263158,26.05263158,0.212894737,261,1138
3863,260.5263158,26.05263158,0.233684211,263,1138
3864,260.5263158,26.05263158,0.254473684,304,1138
3865,260.5263158,26.05263158,0.275263158,343,1138
3866,260.5263158,26.05263158,0.296052632,277,1138
3867,260.5263158,26.05263158,0.316842105,328,1138
3868,260.5263158,26.05263158,0.33763157899999996,264,1138
3869,260.5263158,26.05263158,0.358421053,353,1138
3870,260.5263158,26.05263158,0.379210526,302,1138
3871,260.5263158,26.05263158,0.4,320,1138
3872,260.5263158,27.36842105,0.005,4097,1138
3873,260.5263158,27.36842105,0.025789474,280,1138
3874,260.5263158,27.36842105,0.046578947,295,1138
3875,260.5263158,27.36842105,0.067368421,289,1138
3876,260.5263158,27.36842105,0.088157895,317,1138
3877,260.5263158,27.36842105,0.108947368,257,1138
3878,260.5263158,27.36842105,0.129736842,276,1138
3879,260.5263158,27.36842105,0.150526316,309,1138
3880,260.5263158,27.36842105,0.171315789,289,1138
3881,260.5263158,27.36842105,0.192105263,277,1138
3882,260.5263158,27.36842105,0.212894737,296,1138
3883,260.5263158,27.36842105,0.233684211,311,1138
3884,260.5263158,27.36842105,0.254473684,277,1138
3885,260.5263158,27.36842105,0.275263158,295,1138
3886,260.5263158,27.36842105,0.296052632,338,1138
3887,260.5263158,27.36842105,0.316842105,329,1138
3888,260.5263158,27.36842105,0.33763157899999996,277,1138
3889,260.5263158,27.36842105,0.358421053,312,1138
3890,260.5263158,27.36842105,0.379210526,307,1138
3891,260.5263158,27.36842105,0.4,403,1138
3892,260.5263158,28.68421053,0.005,4262,1138
3893,260.5263158,28.68421053,0.025789474,273,1138
3894,260.5263158,28.68421053,0.046578947,260,1138
3895,260.5263158,28.68421053,0.067368421,268,1138
3896,260.5263158,28.68421053,0.088157895,264,1138
3897,260.5263158,28.68421053,0.108947368,270,1138
3898,260.5263158,28.68421053,0.129736842,292,1138
3899,260.5263158,28.68421053,0.150526316,288,1138
3900,260.5263158,28.68421053,0.171315789,285,1138
3901,260.5263158,28.68421053,0.192105263,246,1138
3902,260.5263158,28.68421053,0.212894737,260,1138
3903,260.5263158,28.68421053,0.233684211,323,1138
3904,260.5263158,28.68421053,0.254473684,276,1138
3905,260.5263158,28.68421053,0.275263158,287,1138
3906,260.5263158,28.68421053,0.296052632,371,1138
3907,260.5263158,28.68421053,0.316842105,327,1138
3908,260.5263158,28.68421053,0.33763157899999996,316,1138
3909,260.5263158,28.68421053,0.358421053,315,1138
3910,260.5263158,28.68421053,0.379210526,305,1138
3911,260.5263158,28.68421053,0.4,324,1138
3912,260.5263158,30.0,0.005,4163,1138
3913,260.5263158,30.0,0.025789474,254,1138
3914,260.5263158,30.0,0.046578947,253,1138
3915,260.5263158,30.0,0.067368421,210,1138
3916,260.5263158,30.0,0.088157895,301,1138
3917,260.5263158,30.0,0.108947368,285,1138
3918,260.5263158,30.0,0.129736842,311,1138
3919,260.5263158,30.0,0.150526316,302,1138
3920,260.5263158,30.0,0.171315789,270,1138
3921,260.5263158,30.0,0.192105263,296,1138
3922,260.5263158,30.0,0.212894737,317,1138
3923,260.5263158,30.0,0.233684211,240,1138
3924,260.5263158,30.0,0.254473684,287,1138
3925,260.5263158,30.0,0.275263158,291,1138
3926,260.5263158,30.0,0.296052632,274,1138
3927,260.5263158,30.0,0.316842105,273,1138
3928,260.5263158,30.0,0.33763157899999996,295,1138
3929,260.5263158,30.0,0.358421053,315,1138
3930,260.5263158,30.0,0.379210526,369,1138
3931,260.5263158,30.0,0.4,369,1138
3932,261.0,19.0,0.056819817,285,1138
3933,261.0,19.0,0.070799745,254,1138
3934,262.0,10.0,0.049703832999999996,277,1138
3935,262.0,19.0,0.066041774,240,1138
3936,263.0,5.0,0.138421052,309,1138
3937,263.0,5.0,0.145689431,260,1138
3938,263.0,5.0,0.14756946699999998,248,1138
3939,263.0,5.0,0.14950781300000002,304,1138
3940,263.0,5.0,0.15057620000000002,265,1138
3941,263.0,5.0,0.155601503,244,1138
3942,263.0,5.0,0.235949396,331,1138
3943,263.0,6.0,0.294295298,269,1138
3944,263.0,6.0,0.305173164,246,1138
3945,263.0,6.0,0.309338932,325,1138
3946,263.0,6.0,0.316072729,303,1138
3947,263.0,7.0,0.141925875,271,1138
3948,263.0,7.0,0.306546378,294,1138
3949,263.0,7.0,0.32757188800000003,307,1138
3950,263.0,8.0,0.291822074,279,1138
3951,263.0,8.0,0.2933608,279,1138
3952,263.0,10.0,0.100517566,227,1138
3953,263.0,10.0,0.295425724,281,1138
3954,263.0,10.0,0.38714644200000004,271,1138
3955,263.0,10.0,0.387590599,338,1138
3956,263.0,12.0,0.18830717100000002,337,1138
3957,263.0,15.0,0.059316584000000006,307,1138
3958,263.0,15.0,0.09931223199999999,333,1138
3959,263.0,15.0,0.101868839,224,1138
3960,263.0,15.0,0.108555001,269,1138
3961,263.0,15.0,0.116183601,243,1138
3962,263.0,15.0,0.221074561,266,1138
3963,263.0,15.0,0.232260572,241,1138
3964,263.0,15.0,0.238186444,283,1138
3965,263.0,15.0,0.24458761899999998,304,1138
3966,263.0,15.0,0.24927638600000002,305,1138
3967,263.0,17.0,0.266533829,273,1138
3968,263.0,17.0,0.306546378,267,1138
3969,263.0,19.0,0.070799745,260,1138
3970,263.0,20.0,0.049960937000000004,308,1138
3971,263.0,20.0,0.232260572,260,1138
3972,263.0,20.0,0.232260572,313,1138
3973,263.0,20.0,0.387037148,279,1138
3974,263.0,22.0,0.187609288,273,1138
3975,263.0,22.0,0.255591904,248,1138
3976,263.0,22.0,0.256339372,274,1138
3977,263.0,22.0,0.256443074,309,1138
3978,263.0,22.0,0.258610766,262,1138
3979,263.0,22.0,0.394955551,337,1138
3980,263.0,24.0,0.235858189,335,1138
3981,263.0,24.0,0.295425724,315,1138
3982,263.0,24.0,0.305173164,272,1138
3983,263.0,25.0,0.125732709,275,1138
3984,263.0,25.0,0.276796971,292,1138
3985,263.0,25.0,0.277238523,328,1138
3986,263.0,25.0,0.278491246,335,1138
3987,263.0,25.0,0.279462497,280,1138
3988,263.0,25.0,0.279904392,306,1138
3989,263.0,25.0,0.280963704,299,1138
3990,263.0,25.0,0.283726396,276,1138
3991,263.0,25.0,0.285237392,320,1138
3992,263.0,25.0,0.291794857,299,1138
3993,263.0,25.0,0.2924224,319,1138
3994,263.0,25.0,0.295425724,261,1138
3995,263.0,25.0,0.296876075,276,1138
3996,263.0,25.0,0.299528195,296,1138
3997,263.0,25.0,0.301870863,282,1138
3998,263.0,25.0,0.306546378,224,1138
3999,263.0,25.0,0.307911383,318,1138
4000,263.0,25.0,0.308919567,260,1138
4001,263.0,25.0,0.309514019,290,1138
4002,263.0,25.0,0.310629706,291,1138
4003,263.0,25.0,0.31256262100000004,339,1138
4004,263.0,25.0,0.313867634,292,1138
4005,263.0,28.0,0.241061682,312,1138
4006,263.0,28.0,0.270921987,275,1138
4007,263.0,28.0,0.283609177,301,1138
4008,263.0,28.0,0.285259779,294,1138
4009,264.0,7.0,0.045721737,317,1138
4010,264.0,7.0,0.329070138,283,1138
4011,264.0,13.0,0.045721737,294,1138
4012,264.0,19.0,0.070799745,287,1138
4013,265.0,10.0,0.054666440999999996,286,1138
4014,265.0,19.0,0.070799745,257,1138
4015,266.0,19.0,0.070799745,262,1138
4016,267.0,8.0,0.017144993,3802,1138
4017,267.0,8.0,0.029379412,398,1138
4018,267.0,19.0,0.070799745,308,1138
4019,267.0,30.0,0.070799745,290,1138
4020,268.0,10.0,0.03975857,300,1138
4021,268.0,19.0,0.070799745,291,1138
4022,269.0,10.0,0.039923971,338,1138
4023,269.0,10.0,0.048867018,249,1138
4024,269.0,19.0,0.070799745,293,1138
4025,270.0,7.0,0.049690371,336,1138
4026,270.0,8.0,0.022676881,580,1138
4027,270.0,8.0,0.040662303,336,1138
4028,270.0,8.0,0.047751015,311,1138
4029,270.0,8.0,0.072134151,325,1138
4030,270.0,8.0,0.307497963,281,1138
4031,270.0,8.0,0.308164773,319,1138
4032,270.0,8.0,0.31165192,293,1138
4033,270.0,8.0,0.314844126,310,1138
4034,270.0,8.0,0.318702495,266,1138
4035,270.0,8.0,0.32325018,291,1138
4036,270.0,8.0,0.324740381,261,1138
4037,270.0,8.0,0.325228043,320,1138
4038,270.0,10.0,0.224234602,317,1138
4039,270.0,10.0,0.297760428,291,1138
4040,270.0,12.0,0.152916423,322,1138
4041,270.0,13.0,0.264122929,320,1138
4042,270.0,13.0,0.26650606,321,1138
4043,270.0,13.0,0.271562636,298,1138
4044,270.0,13.0,0.278831672,322,1138
4045,270.0,17.0,0.31793205199999997,293,1138
4046,270.0,17.0,0.324596115,361,1138
4047,270.0,19.0,0.324740381,357,1138
4048,270.0,21.0,0.06878458900000001,326,1138
4049,270.0,21.0,0.312493672,328,1138
4050,270.0,23.0,0.29658557399999996,320,1138
4051,270.0,25.0,0.31165192,292,1138
4052,270.0,26.0,0.037420528,274,1138
4053,270.0,26.0,0.145703167,291,1138
4054,270.0,26.0,0.155675925,250,1138
4055,270.0,27.0,0.23015257600000003,305,1138
4056,270.0,27.0,0.35829628799999996,327,1138
4057,271.0,23.0,0.070799745,234,1138
4058,272.0,24.0,0.045721737,352,1138
4059,272.0,30.0,0.04526467,314,1138
4060,273.0,10.0,0.037245138,366,1138
4061,273.0,10.0,0.054203303,357,1138
4062,273.0,19.0,0.063760942,294,1138
4063,273.0,19.0,0.070799745,315,1138
4064,273.0,21.0,0.063760942,224,1138
4065,274.0,19.0,0.063760942,343,1138
4066,274.0,19.0,0.070799745,350,1138
4067,275.0,8.0,0.153942661,327,1138
4068,275.0,8.0,0.171232933,312,1138
4069,275.0,8.0,0.173208895,312,1138
4070,275.0,8.0,0.177234662,296,1138
4071,275.0,8.0,0.186584324,324,1138
4072,275.0,8.0,0.19111799,312,1138
4073,275.0,8.0,0.322635666,333,1138
4074,275.0,10.0,0.045721737,304,1138
4075,275.0,19.0,0.070799745,307,1138
4076,275.0,22.0,0.175215562,308,1138
4077,275.0,22.0,0.18356028,343,1138
4078,275.0,22.0,0.237435377,325,1138
4079,275.0,22.0,0.243079115,313,1138
4080,275.0,24.0,0.062625196,293,1138
4081,276.0,19.0,0.064319158,320,1138
4082,276.0,20.0,0.059138882000000004,371,1138
4083,277.0,14.0,0.063760942,332,1138
4084,277.0,24.0,0.032469465,386,1138
4085,278.0,5.0,0.048867018,314,1138
4086,278.0,6.0,0.25167986600000003,358,1138
4087,278.0,19.0,0.070799745,317,1138
4088,278.0,19.0,0.077839625,333,1138
4089,278.0,23.0,0.053787352999999996,306,1138
4090,278.0,30.0,0.059035305,284,1138
4091,279.0,27.0,0.069104905,318,1138
4092,279.0,27.0,0.07145517900000001,362,1138
4093,279.0,27.0,0.245375307,382,1138
4094,279.0,27.0,0.26494877,362,1138
4095,279.0,27.0,0.266941459,316,1138
4096,279.0,27.0,0.268526657,341,1138
4097,279.0,27.0,0.280092264,269,1138
4098,279.0,27.0,0.28037007199999997,349,1138
4099,279.0,27.0,0.288112181,356,1138
4100,280.0,10.0,0.048867018,376,1138
4101,280.0,30.0,0.309012341,397,1138
4102,281.0,10.0,0.389522008,286,1138
4103,281.0,10.0,0.391349758,346,1138
4104,281.0,12.0,0.152338902,313,1138
4105,281.0,12.0,0.153342196,309,1138
4106,281.0,12.0,0.159824613,339,1138
4107,281.0,12.0,0.15985634199999998,339,1138
4108,281.0,14.0,0.13505345,351,1138
4109,281.0,14.0,0.144920521,295,1138
4110,281.0,14.0,0.379915856,360,1138
4111,281.0,19.0,0.070799745,309,1138
4112,281.0,19.0,0.22831252,306,1138
4113,281.0,21.0,0.391973257,306,1138
4114,281.0,21.0,0.393899296,403,1138
4115,281.0,21.0,0.394937895,357,1138
4116,281.0,24.0,0.183914572,366,1138
4117,281.0,25.0,0.369306332,405,1138
4118,281.0,26.0,0.36452192899999997,298,1138
4119,282.0,13.0,0.048867018,366,1138
4120,284.0,19.0,0.070799745,317,1138
4121,286.0,10.0,0.048867018,324,1138
4122,286.0,27.0,0.059138882000000004,312,1138
4123,286.0,28.0,0.23015257600000003,317,1138
4124,286.0,30.0,0.22181007,309,1138
4125,287.0,10.0,0.286796996,322,1138
4126,287.0,16.0,0.048867018,338,1138
4127,287.0,19.0,0.070799745,340,1138
4128,288.0,19.0,0.049410212,374,1138
4129,288.0,20.0,0.070799745,367,1138
4130,289.0,19.0,0.070799745,283,1138
4131,290.0,5.0,0.142318497,311,1138
4132,290.0,5.0,0.14389589,273,1138
4133,290.0,5.0,0.14950781300000002,286,1138
4134,290.0,5.0,0.15431888300000002,322,1138
4135,290.0,5.0,0.160843961,326,1138
4136,290.0,5.0,0.17214500100000002,278,1138
4137,290.0,5.0,0.346596165,259,1138
4138,290.0,5.0,0.35645345,284,1138
4139,290.0,6.0,0.346596165,315,1138
4140,290.0,7.0,0.147997397,324,1138
4141,290.0,10.0,0.050409151,254,1138
4142,290.0,10.0,0.12323261,324,1138
4143,290.0,10.0,0.13748011599999999,278,1138
4144,290.0,10.0,0.384964156,248,1138
4145,290.0,12.0,0.27572389199999997,265,1138
4146,290.0,17.0,0.11080105300000001,341,1138
4147,290.0,19.0,0.070799745,365,1138
4148,290.0,19.0,0.072308392,372,1138
4149,290.0,19.0,0.082405879,337,1138
4150,290.0,20.0,0.16915596300000002,363,1138
4151,291.0,19.0,0.070799745,277,1138
4152,292.0,5.0,0.045721737,438,1138
4153,293.0,19.0,0.063760942,307,1138
4154,293.0,19.0,0.070799745,370,1138
4155,294.0,17.0,0.33207975,339,1138
4156,296.0,8.0,0.10348391800000001,306,1138
4157,296.0,8.0,0.235188466,291,1138
4158,296.0,8.0,0.23801984199999998,284,1138
