	time	tnf
0	0	0.0
1	30	280.20338314379694
2	60	121.63190176647656
3	90	52.45581257112377
4	120	22.517667588601764
5	150	9.6408428720798
6	180	280.77641665192175
7	210	122.04794494791487
8	240	52.764366768156535
9	270	22.716352844855233
10	300	9.750861573835108
11	330	281.0967656482397
12	360	122.29750395900236
13	390	52.961832031467225
14	420	22.843684116188925
15	450	9.823821691191117
16	480	281.31725746900696
17	510	122.45105414265406
18	540	53.07389587131341
19	570	22.913005620083982
20	600	9.861322405700834
21	630	281.33913799326723
22	660	122.47883563305753
23	690	53.10566854575149
24	720	22.945654947106767
25	750	9.885012441671012
26	780	281.3634744475196
27	810	122.5114260315843
28	840	53.148590588049
29	870	22.97736240130209
30	900	9.906636452247788
31	930	281.3886437598352
32	960	122.545194170847
33	990	53.18529075493071
34	1020	23.013961732668964
35	1050	9.931070442651158
36	1080	281.4148392262005
37	1110	122.58295385519166
38	1140	53.23077402527508
39	1170	23.04942973622207
40	1200	9.956784010651232
41	1230	281.4407486435501
42	1260	122.60736179777106
43	1290	53.25690351508842
44	1320	23.071503708907617
45	1350	9.971305083803328
46	1380	281.44517461900034
47	1410	122.61044544766246
48	1440	53.26339637178793
