i,j,x,y,z,g,f
0,0,912,8,0.00795913067314194,4167.0
0,0,81,26,0.2787695287403137,404.0
0,0,211,29,0.14508106416866082,328.0
0,0,45,5,0.3947418547165783,490.0
0,0,42,16,0.26108483199921384,440.0
0,0,1001,24,0.18810144755005154,726.0
0,0,196,10,0.2867969964459026,328.0
0,0,39,21,0.19726685853887957,433.0
0,0,521,7,0.2685659411454933,431.0
0,0,964,7,0.24257806257661535,748.0
0,0,192,21,0.2337060610440098,301.0
0,0,562,22,0.02991568579994531,646.0
0,0,629,20,0.3408204536163767,381.0
0,0,555,12,0.2639152903760867,406.0
0,0,419,19,0.35123911600123103,193.0
0,0,49,21,0.03288239249798054,486.0
0,0,693,9,0.2854552608487504,714.0
0,0,782,10,0.026399203465226423,1626.0
0,0,1026,10,0.034752071836184284,1451.0
0,0,450,9,0.015715823138030577,3951.0
0,0,719,29,0.048801120616410516,965.0
0,0,1094,9,0.26984821714930324,758.0
0,0,940,6,0.1694190560603854,838.0
0,0,92,10,0.11231008552801125,412.0
0,0,624,9,0.31277229040403864,375.0
0,0,961,6,0.22742693310635156,749.0
0,0,725,20,0.13997457813642927,840.0
0,0,968,20,0.02290507386804863,1716.0
0,0,974,24,0.35321920146896457,632.0
0,0,910,28,0.31352012112803,669.0
0,0,906,14,0.11364119499125543,816.0
0,0,390,18,0.17724361847176878,313.0
0,0,254,21,0.04572173675612624,261.0
0,0,1003,17,0.3280049306722126,642.0
0,0,533,25,0.08060818319330235,417.0
0,0,231,27,0.2815529036143909,295.0
0,0,331,23,0.3636562945506426,274.0
0,0,561,9,0.3399308453648483,366.0
0,0,672,30,0.3158609813931205,532.0
0,0,154,7,0.16112100485406258,399.0
0,1,419,19,0.35123911600123103,193.0
0,1,211,29,0.12256562334415154,288.0
0,1,561,28,0.31352012112803,348.0
0,1,910,9,0.3511898621430916,856.0
0,1,629,20,0.3408204536163767,381.0
0,1,196,10,0.2867969964459026,328.0
0,1,286,27,0.05913888186045708,312.0
0,1,254,21,0.04572173675612624,261.0
0,1,561,12,0.2639152903760867,368.0
0,1,555,9,0.3399308453648483,392.0
0,1,533,25,0.08060818319330235,417.0
0,1,231,27,0.2815529036143909,295.0
0,1,521,21,0.2337060610440098,390.0
0,1,192,7,0.2685659411454933,278.0
0,1,533,21,0.08060818319330235,434.0
0,1,192,25,0.2337060610440098,341.0
0,1,39,18,0.3947418547165783,942.0
0,1,211,30,0.16068164610219668,328.0
0,1,555,12,0.2639152903760867,406.0
0,1,624,9,0.31277229040403864,375.0
0,1,719,29,0.048801120616410516,965.0
0,1,408,28,0.3582962884148075,240.0
0,1,693,9,0.2854552608487504,714.0
0,1,331,23,0.3636562945506426,274.0
0,1,624,9,0.19726685853887957,418.0
0,1,95,22,0.31277229040403864,462.0
0,1,561,5,0.3947418547165783,346.0
0,1,29,22,0.3351020871155546,965.0
0,1,802,19,0.31277229040403864,634.0
0,1,419,9,0.33231270202072444,305.0
0,1,42,16,0.26108483199921384,440.0
0,1,1045,17,0.11447333506914481,873.0
0,1,562,22,0.02991568579994531,646.0
0,1,192,19,0.2380056716026658,402.0
0,1,92,10,0.11231008552801125,412.0
0,1,270,27,0.2301525757308856,305.0
0,1,196,23,0.3636562945506426,356.0
0,1,331,16,0.272790471002617,320.0
0,1,81,26,0.2787695287403137,404.0
0,1,561,9,0.3399308453648483,366.0
-1,1,419,19,0.35123911600123103,193.0
-1,1,408,28,0.3582962884148075,240.0
-1,1,254,21,0.04572173675612624,261.0
-1,1,331,23,0.3636562945506426,274.0
-1,1,192,7,0.2685659411454933,278.0
-1,1,211,29,0.12256562334415154,288.0
-1,1,231,27,0.2815529036143909,295.0
-1,1,192,21,0.2337060610440098,301.0
-1,1,270,27,0.2301525757308856,305.0
-1,1,419,9,0.33231270202072444,305.0
-1,1,286,27,0.05913888186045708,312.0
-1,1,390,18,0.17724361847176878,313.0
-1,1,331,16,0.272790471002617,320.0
-1,1,211,30,0.16068164610219668,328.0
-1,1,196,10,0.2867969964459026,328.0
-1,1,211,29,0.14508106416866082,328.0
-1,1,192,25,0.2337060610440098,341.0
-1,1,561,5,0.3947418547165783,346.0
-1,1,561,28,0.31352012112803,348.0
-1,1,196,23,0.3636562945506426,356.0
-1,1,561,9,0.3399308453648483,366.0
-1,1,561,12,0.2639152903760867,368.0
-1,1,624,9,0.31277229040403864,375.0
-1,1,629,20,0.3408204536163767,381.0
-1,1,521,21,0.2337060610440098,390.0
-1,1,555,9,0.3399308453648483,392.0
-1,1,154,7,0.16112100485406258,399.0
-1,1,192,19,0.2380056716026658,402.0
-1,1,81,26,0.2787695287403137,404.0
-1,1,555,12,0.2639152903760867,406.0
-1,1,92,10,0.11231008552801125,412.0
-1,1,533,25,0.08060818319330235,417.0
-1,1,624,9,0.19726685853887957,418.0
-1,1,521,7,0.2685659411454933,431.0
-1,1,39,21,0.19726685853887957,433.0
-1,1,533,21,0.08060818319330235,434.0
-1,1,42,16,0.26108483199921384,440.0
-1,1,95,22,0.31277229040403864,462.0
-1,1,49,21,0.03288239249798054,486.0
-1,1,45,5,0.3947418547165783,490.0
0,2,211,24,0.12256562334415154,260.0
0,2,331,17,0.3636562945506426,245.0
0,2,211,29,0.12256562334415154,288.0
0,2,331,16,0.272790471002617,320.0
0,2,521,28,0.22038947162995812,403.0
0,2,192,25,0.2337060610440098,341.0
0,2,286,27,0.05913888186045708,312.0
0,2,541,5,0.39443076090668544,389.0
0,2,132,18,0.2639152903760867,492.0
0,2,561,10,0.2867969964459026,358.0
0,2,270,21,0.06878458859654853,326.0
0,2,254,27,0.2301525757308856,297.0
0,2,624,20,0.31277229040403864,332.0
0,2,629,9,0.3302597735639513,347.0
0,2,25,7,0.3315589299987143,402.0
0,2,555,9,0.2685659411454933,411.0
0,2,254,21,0.04572173675612624,261.0
0,2,138,21,0.04572173675612624,334.0
0,2,196,23,0.3636562945506426,356.0
0,2,331,30,0.3636562945506426,328.0
0,2,419,7,0.33231270202072444,268.0
0,2,192,7,0.2685659411454933,278.0
0,2,161,28,0.04572173675612624,309.0
0,2,408,21,0.3582962884148075,319.0
0,2,196,21,0.04572173675612624,252.0
0,2,287,10,0.2867969964459026,322.0
0,2,561,5,0.3636562945506426,396.0
0,2,196,23,0.3947418547165783,407.0
0,2,561,7,0.2685659411454933,349.0
0,2,192,28,0.31352012112803,419.0
0,2,270,27,0.3582962884148075,327.0
0,2,408,28,0.2301525757308856,301.0
0,2,419,19,0.3399308453648483,260.0
0,2,561,9,0.35123911600123103,409.0
0,2,383,30,0.2301525757308856,270.0
0,2,211,30,0.12256562334415154,294.0
0,2,270,27,0.2301525757308856,305.0
0,2,470,9,0.33231270202072444,433.0
0,2,419,9,0.16068164610219668,297.0
0,2,211,30,0.33231270202072444,346.0
-1,2,419,19,0.35123911600123103,193.0
-1,2,408,28,0.3582962884148075,240.0
-1,2,331,17,0.3636562945506426,245.0
-1,2,196,21,0.04572173675612624,252.0
-1,2,419,19,0.3399308453648483,260.0
-1,2,211,24,0.12256562334415154,260.0
-1,2,254,21,0.04572173675612624,261.0
