	time	tnf
0	0	0.0
1	30	280.68162716342454
2	60	122.44621689525178
3	90	53.28229968428916
4	120	23.148208169346297
5	150	10.047183562751515
6	180	281.2714458097748
7	210	122.79665835182921
8	240	53.50412937531833
9	270	23.283554475879164
10	300	10.123651047379967
11	330	281.5506945052182
12	360	122.9837404709841
13	390	53.62883383130566
14	420	23.3562073406108
15	450	10.161545351518699
16	480	281.7302425443968
17	510	123.08229469007148
18	540	53.6876087048742
19	570	23.39082849640931
20	600	10.182219265590406
21	630	281.75275725040945
22	660	123.11021013967576
23	690	53.714495701673385
24	720	23.411492115664785
25	750	10.194935849597158
26	780	281.76573748313746
27	810	123.12662003199286
28	840	53.73115681696685
29	870	23.42538705411564
30	900	10.204149131117166
31	930	281.7777192069612
32	960	123.14259686377494
33	990	53.749414554832285
34	1020	23.438747736321464
35	1050	10.213151544194112
36	1080	281.79137993233365
37	1110	123.1618483675569
38	1140	53.767582167171554
39	1170	23.45240125560435
40	1200	10.222401208498445
41	1230	281.80553427121106
42	1260	123.18022429084886
43	1290	53.78485855203193
44	1320	23.46534349600495
45	1350	10.231107808208295
46	1380	281.8155155510741
47	1410	123.1940969443801
48	1440	53.796492940937405
