i,j,x,y,z,g,f
0,0,0.9667890003352174,0.44632527318359916,0.01741655535800132,0.001830854328653336,245.98690892489753
0,0,0.9398763073901264,0.5864052973283597,0.6748478466731052,0.00025948263099045954,62.71091220952913
0,0,0.7688161234638783,0.2444416776094866,0.040505881509343866,0.0015986681627489386,194.9066931861376
0,0,0.35262807594115186,0.6270486602887768,0.6196575381525791,0.00038225381354574633,64.96625285769443
0,0,0.19125974093583234,0.12326883999180076,0.02447259268204003,0.0010248279271490408,105.53334780182922
0,0,0.9652525453070535,0.07391665816741422,0.545677303695619,0.0009852072621157882,43.29761904167276
0,0,0.6054488150654409,0.09803954169075568,0.5832126593254928,0.0006122124572569517,33.9348213407151
0,0,0.5608682349506534,0.6481878918364998,0.4862260076528533,0.0007749543801416684,82.45058217797649
0,0,0.2566606001475969,0.9341803430619232,0.45885413928172863,0.0011073062931320217,111.85784053453185
0,0,0.029106570646619687,0.5130209065219943,0.015722435043565706,0.00037316001243163123,64.32337862521983
0,0,0.47809865609393226,0.38357396636487046,0.06363344665968142,0.001216304165449032,124.74891074203404
0,0,0.17236319150454157,0.5617569350670535,0.15280326438588923,0.001880883460922827,263.134615701598
0,0,0.7732701718045771,0.9573637911259114,0.14981548677233456,0.0006802461457466274,76.22553671210173
0,0,0.04919372798568202,0.28401585784377514,0.8084473800644477,0.00043695176702868263,65.21560614589738
0,0,0.16302480956368176,0.955171469145371,0.16300588608815259,0.0016843896588873404,212.90250722883684
0,0,0.0506521782090894,0.39232169305247,0.3560963789440556,0.0007492448062258623,79.61516814506723
0,0,0.818298426147088,0.48117555905041093,0.7850613866271795,0.0009945962380868056,97.81248554607251
0,0,0.8191705667895604,0.8827519226690503,0.44520043370284323,0.001584020835805714,190.3717817378279
0,0,0.8165937486551205,0.3027221264860823,0.1326379075638369,0.0004526815354154782,66.12986282567228
0,0,0.4416991956634205,0.12827273294109984,0.5345011503403043,0.0016759002066931406,34.15709564841255
0,0,0.4903491414565705,0.8195566616847859,0.6598277063140241,0.001317981759188212,137.71923692253594
0,0,0.3518954359522176,0.7056323595578415,0.8118411778938908,0.00039862221108963336,66.9565702871705
0,0,0.9089107129243953,0.27663706356444995,0.1632980307895461,0.001696910413869536,214.39039664823724
0,0,0.7229267000425961,0.7956267718160147,0.4522039576133881,0.0002344703819538278,63.3165441339906
0,0,0.40129061976081504,0.057257942449945615,0.29327216889983526,0.00017218973053130515,39.684466579522706
0,0,0.5116476935247027,0.09679112095286978,0.9334973903714066,0.0014288358501864126,33.81543202445892
0,0,0.3238161663902425,0.9456005593108074,0.07556532829351627,0.000589114892686626,73.24375652768086
0,0,0.08226964996714008,0.43204121544964863,0.20987780481785334,0.0008536286068688629,87.69705691813046
0,0,0.7078113124339408,0.8884798083079974,0.5055126168129169,0.0016552099430214543,204.21943047404886
0,0,0.3676419676223015,0.8600993112700397,0.5198838338313858,0.0014345894061046087,159.4477121212197
0,0,0.18294301921888953,0.5886666924597863,0.30875928722104196,0.0016444176492819412,200.47872082179725
0,0,0.5389973403627415,0.5045914311513,0.7755919524384742,0.0011431582778515547,118.45566821224836
0,0,0.34042043236897573,0.13962353183024956,0.6282609305786266,0.0018581578163457228,32.865187250474634
0,0,0.8439154680863321,0.0790522874642965,0.33203235297883643,0.00010324211097997358,39.652251366223936
0,0,0.6779502264426379,0.641897315507712,0.7603296871049905,0.00038172046571603046,66.05564268842303
0,0,0.22486335508161934,0.4384446547741199,0.7393576073733485,0.0004935261051821898,67.03018629395555
0,0,0.824608556389534,0.38738907707500814,0.8755429214691305,0.0019240468623644897,102.22848443920759
0,0,0.5421128429884231,0.9218566857389278,0.42781649757745827,0.0014020131714472443,154.66824221760584
0,0,0.8484397576742072,0.8403801079639296,0.1019401372723306,0.0005945999497789044,73.41415453452483
0,0,0.4161554402564929,0.8592461159772685,0.28397510402308784,0.0003161039377238698,63.79807457452384
0,1,0.5141266193242918,0.05794113245659862,0.29618891836340777,0.0001,42.660407252362695
0,1,0.4006494227701387,0.09679112095286978,0.9334973903714066,0.0014288358501864126,33.09904393044932
0,1,0.34950547755159045,0.6316231244884962,0.6156353499139672,0.00038225381354574633,65.04111308852771
0,1,0.5389973403627415,0.5045914311513,0.7755919524384742,0.0011431582778515547,118.45566821224836
0,1,0.4416991956634205,0.12827273294109984,0.9187280859931118,0.0013565524978610066,31.137646843162333
0,1,0.5116476935247027,0.09706477534059378,0.5345011503403043,0.0014288358501864126,33.819965125763524
0,1,0.44930028456908744,0.12416113508732121,0.9334973903714066,0.002,46.717213247814364
0,1,0.5116476935247027,0.09679112095286978,0.5345011503403043,0.0014288358501864126,35.708305382829906
0,1,0.8165937486551205,0.7956267718160147,0.1326379075638369,0.0002344703819538278,63.88594171676946
0,1,0.7229267000425961,0.3031349753611356,0.4569218067692144,0.0001,26.117981010473763
0,1,0.8180896778038115,0.381397501134598,0.31930422197233005,0.00010324211097997358,60.36558384376822
0,1,0.8439154680863321,0.0790522874642965,0.8755429214691305,0.0019240468623644897,60.09095322746523
0,1,0.6054488150654409,0.09803954169075568,0.5832126593254928,0.0006122124572569517,33.9348213407151
0,1,0.9398763073901264,0.5697838649700089,0.6740331441233829,0.00025948263099045954,62.38843191307315
0,1,0.19125974093583234,0.3027221264860823,0.02447259268204003,0.0010248279271490408,100.3617400355935
0,1,0.8133459841943269,0.13547594269584262,0.1326379075638369,0.0004526815354154782,22.348254115404657
0,1,0.8316312841295728,0.30622848775411016,0.1326379075638369,0.0007793554854728438,83.32180399000823
0,1,0.4416991956634205,0.12827273294109984,0.5345011503403043,0.0016759002066931406,34.15709564841255
0,1,0.688520610880656,0.641897315507712,0.7603296871049905,0.00038172046571603046,64.76248731925409
0,1,0.33325350064669096,0.1278787527152742,0.6239338759380467,0.0018581578163457228,32.15316068371884
0,1,0.34042043236897573,0.13962353183024956,0.6282609305786266,0.0018581578163457228,32.865187250474634
0,1,0.36475853712034423,0.6979354762081057,0.8240533009003512,0.0001,60.26703965083807
0,1,0.22486335508161934,0.08966810114729226,0.33203235297883643,0.0004935261051821898,32.86712326509165
0,1,0.8375760926489098,0.4384446547741199,0.7438505600159752,0.0001,46.60785264711039
0,1,0.0506521782090894,0.39232169305247,0.6748478466731052,0.0007492448062258623,77.53081015418688
0,1,0.9317044715103054,0.5756095742240872,0.3560963789440556,0.00025948263099045954,62.79989096181866
0,1,0.029106570646619687,0.5130209065219943,0.01,0.0001,60.3315507447113
0,1,0.5311652523373476,0.1091678395933883,0.9334973903714066,0.0014288358501864126,36.4102245647089
0,1,0.8439154680863321,0.13962353183024956,0.33203235297883643,0.0018581578163457228,36.468065498830946
0,1,0.340344946844161,0.0790522874642965,0.6316166230883088,0.0001,42.491053174969075
0,1,0.34042043236897573,0.13962353183024956,0.7850613866271795,0.0009945962380868056,25.444940213810742
0,1,0.818298426147088,0.48117555905041093,0.6282609305786266,0.0018581578163457228,263.6679320356974
0,1,0.3518954359522176,0.7056323595578415,0.8118411778938908,0.00039862221108963336,66.9565702871705
0,1,0.9622919747302984,0.07391665816741422,0.5715404816068135,0.0014542580070450793,48.379768297610795
0,1,0.5501996871117836,0.5098969105429374,0.29040522633770105,0.00160329342136674,193.12520060677775
0,1,0.4298505924215775,0.8625398050678876,0.7755919524384742,0.002,296.9643213384674
0,1,0.6779502264426379,0.6374676369689669,0.2875843897188822,0.0001,59.732161168721476
0,1,0.4161554402564929,0.8592461159772685,0.7603296871049905,0.00038172046571603046,65.41088613626727
0,1,0.22486335508161934,0.13962353183024956,0.7393576073733485,0.0018581578163457228,39.41838095033543
0,1,0.34042043236897573,0.4384446547741199,0.6282609305786266,0.0004935261051821898,68.06054216401081
-1,1,0.8133459841943269,0.13547594269584262,0.1326379075638369,0.0004526815354154782,22.348254115404657
-1,1,0.34042043236897573,0.13962353183024956,0.7850613866271795,0.0009945962380868056,25.444940213810742
-1,1,0.7229267000425961,0.3031349753611356,0.4569218067692144,0.0001,26.117981010473763
-1,1,0.4416991956634205,0.12827273294109984,0.9187280859931118,0.0013565524978610066,31.137646843162333
-1,1,0.33325350064669096,0.1278787527152742,0.6239338759380467,0.0018581578163457228,32.15316068371884
-1,1,0.34042043236897573,0.13962353183024956,0.6282609305786266,0.0018581578163457228,32.865187250474634
-1,1,0.22486335508161934,0.08966810114729226,0.33203235297883643,0.0004935261051821898,32.86712326509165
-1,1,0.4006494227701387,0.09679112095286978,0.9334973903714066,0.0014288358501864126,33.09904393044932
-1,1,0.5116476935247027,0.09679112095286978,0.9334973903714066,0.0014288358501864126,33.81543202445892
-1,1,0.5116476935247027,0.09706477534059378,0.5345011503403043,0.0014288358501864126,33.819965125763524
-1,1,0.6054488150654409,0.09803954169075568,0.5832126593254928,0.0006122124572569517,33.9348213407151
-1,1,0.4416991956634205,0.12827273294109984,0.5345011503403043,0.0016759002066931406,34.15709564841255
-1,1,0.5116476935247027,0.09679112095286978,0.5345011503403043,0.0014288358501864126,35.708305382829906
-1,1,0.5311652523373476,0.1091678395933883,0.9334973903714066,0.0014288358501864126,36.4102245647089
-1,1,0.8439154680863321,0.13962353183024956,0.33203235297883643,0.0018581578163457228,36.468065498830946
-1,1,0.22486335508161934,0.13962353183024956,0.7393576073733485,0.0018581578163457228,39.41838095033543
-1,1,0.8439154680863321,0.0790522874642965,0.33203235297883643,0.00010324211097997358,39.652251366223936
-1,1,0.40129061976081504,0.057257942449945615,0.29327216889983526,0.00017218973053130515,39.684466579522706
-1,1,0.340344946844161,0.0790522874642965,0.6316166230883088,0.0001,42.491053174969075
-1,1,0.5141266193242918,0.05794113245659862,0.29618891836340777,0.0001,42.660407252362695
-1,1,0.9652525453070535,0.07391665816741422,0.545677303695619,0.0009852072621157882,43.29761904167276
-1,1,0.8375760926489098,0.4384446547741199,0.7438505600159752,0.0001,46.60785264711039
-1,1,0.44930028456908744,0.12416113508732121,0.9334973903714066,0.002,46.717213247814364
-1,1,0.9622919747302984,0.07391665816741422,0.5715404816068135,0.0014542580070450793,48.379768297610795
-1,1,0.6779502264426379,0.6374676369689669,0.2875843897188822,0.0001,59.732161168721476
-1,1,0.8439154680863321,0.0790522874642965,0.8755429214691305,0.0019240468623644897,60.09095322746523
-1,1,0.36475853712034423,0.6979354762081057,0.8240533009003512,0.0001,60.26703965083807
-1,1,0.029106570646619687,0.5130209065219943,0.01,0.0001,60.3315507447113
-1,1,0.8180896778038115,0.381397501134598,0.31930422197233005,0.00010324211097997358,60.36558384376822
-1,1,0.9398763073901264,0.5697838649700089,0.6740331441233829,0.00025948263099045954,62.38843191307315
-1,1,0.9398763073901264,0.5864052973283597,0.6748478466731052,0.00025948263099045954,62.71091220952913
-1,1,0.9317044715103054,0.5756095742240872,0.3560963789440556,0.00025948263099045954,62.79989096181866
-1,1,0.7229267000425961,0.7956267718160147,0.4522039576133881,0.0002344703819538278,63.3165441339906
-1,1,0.4161554402564929,0.8592461159772685,0.28397510402308784,0.0003161039377238698,63.79807457452384
-1,1,0.8165937486551205,0.7956267718160147,0.1326379075638369,0.0002344703819538278,63.88594171676946
-1,1,0.029106570646619687,0.5130209065219943,0.015722435043565706,0.00037316001243163123,64.32337862521983
-1,1,0.688520610880656,0.641897315507712,0.7603296871049905,0.00038172046571603046,64.76248731925409
-1,1,0.35262807594115186,0.6270486602887768,0.6196575381525791,0.00038225381354574633,64.96625285769443
-1,1,0.34950547755159045,0.6316231244884962,0.6156353499139672,0.00038225381354574633,65.04111308852771
-1,1,0.04919372798568202,0.28401585784377514,0.8084473800644477,0.00043695176702868263,65.21560614589738
0,2,0.340344946844161,0.09803954169075568,0.5832126593254928,0.0001,42.372422580643544
0,2,0.6054488150654409,0.0790522874642965,0.6316166230883088,0.0006122124572569517,33.74436390481561
0,2,0.5116476935247027,0.09706477534059378,0.5504748331076686,0.0014144454588051207,32.50585424647024
0,2,0.5173515174422374,0.1042253440572248,0.5316475838880738,0.0014288358501864126,34.06008862911084
0,2,0.45471252025117576,0.13962353183024956,0.7850613866271795,0.0006658902133321418,31.354350113958134
0,2,0.3442963207245307,0.12827273294109984,0.9187280859931118,0.002,42.78594351492545
0,2,0.6779502264426379,0.12827273294109984,0.9187280859931118,0.0013565524978610066,33.78083175703317
0,2,0.44259427493830833,0.6443646173499099,0.2875843897188822,0.0001,60.915888506336756
0,2,0.22486335508161934,0.08966810114729226,0.33203235297883643,0.0004935261051821898,32.86712326509165
0,2,0.5141266193242918,0.05794113245659862,0.29618891836340777,0.0001,42.660407252362695
