	time	tnf
0	0	0.0
1	30	280.63864136932204
2	60	122.39301623633695
3	90	53.20783334826123
4	120	23.074794215668014
5	150	9.99002811612388
6	180	281.2308051987749
7	210	122.75272047389392
8	240	53.44280408939165
9	270	23.21655701958208
10	300	10.067532733368324
11	330	281.4864568507515
12	360	122.90132429677463
13	390	53.536987466204685
14	420	23.272952645846548
15	450	10.09982921778805
16	480	281.66094040344785
17	510	122.9902664974396
18	540	53.58887221366542
19	570	23.3054346979543
20	600	10.119062831941418
21	630	281.6761495258554
22	660	123.0074852989088
23	690	53.60897864157781
24	720	23.32311470616385
25	750	10.131123081865601
26	780	281.68813631089665
27	810	123.02085695427319
28	840	53.624446261743664
29	870	23.334479006676286
30	900	10.138629837756799
31	930	281.6984998746261
32	960	123.03546817385222
33	990	53.6424381381174
34	1020	23.35142666385932
35	1050	10.151448586865644
36	1080	281.7131732467382
37	1110	123.05034489684414
38	1140	53.65753060067563
39	1170	23.363464347110806
40	1200	10.15918196686127
41	1230	281.7153271014616
42	1260	123.05193051519906
43	1290	53.66237631082915
44	1320	23.369813285138466
45	1350	10.164312629082598
46	1380	281.7242800116722
47	1410	123.06022156925857
48	1440	53.67583541409489
