	time	total_volume	cell_type	cycle_model	current_phase	elapsed_time_in_phase	nuclear_volume	cytoplasmic_volume	fluid_fraction	calcified_fraction	x_orientation	x_orientation	y_orientation	x_orientation	x_orientation	polarity	migration_speed	x_motility_vector	x_motility_vector	y_motility_vector	x_motility_vector	x_motility_vector	migration_bias	x_motility_bias_direction	x_motility_bias_direction	y_motility_bias_direction	x_motility_bias_direction	x_motility_bias_direction	persistence_time	motility_reserved	next_physiboss_run	TNFR_binding_rate	TNFR_endocytosis_rate	TNFR_recycling_rate	TNFR_activation_threshold	TNFR_receptors_per_cell	TFN_net_production_rate	tnf_node	fadd_node	nfkb_node	external_tnf	unbound_external_TNFR	bound_external_TNFR	bound_internal_TNFR
0	0	2494.0	0.0	5.0	14.0	12.869590997363787	540.0	1954.0	0.75	0.0	0.01379415633136281	0.007204042834365619	-0.004798706930605028	0.01379415633136281	0.007204042834365619	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.147218018486239	0.2212552128519789	0.169260482989408	0.5406630559214585	0.5	1.0	0.0	0.0	0.4789103690685413	0.0	0.0	1.0	0.0	0.0
1	30	2411.1579906336265	0.0	5.0	14.0	40.779521881902944	522.2004712761072	1888.9575193575226	0.7491661667438342	0.0	0.013620579887641397	-0.001201371557080047	-0.001992068400243292	0.013620579887641397	-0.001201371557080047	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	34.03299892885751	0.2212552128519791	0.16926048298940824	0.540663055921457	0.5	1.0	0.0	0.6635514018691588	0.47833474936278675	0.004248088360237893	0.0	0.308216030291995	0.5278596370612504	0.1639243326467555
2	60	2346.300363360083	0.0	5.0	14.0	67.63486184737457	508.5402645851869	1837.7600987749	0.74754366191716	0.0	0.01241777533407613	-0.0022824820522545177	-0.0012667492347269809	0.01241777533407613	-0.0022824820522545177	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	64.06533874541238	0.22125521285197924	0.16926048298940835	0.5406630559214561	0.5	1.0	0.0	0.13511259382819016	0.4737281067556297	0.20683903252710592	0.0	0.4192476590048856	0.44022887813235734	0.14052346286275694
3	90	2255.7146142022893	0.0	5.0	14.0	90.42781609292028	489.5607028278641	1766.153911374423	0.744895233923112	0.0	0.02251560809347146	-0.01045897540150095	0.0059135706100822884	0.02251560809347146	-0.01045897540150095	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	93.64057342359537	0.22125521285197886	0.16926048298940796	0.5406630559214588	0.5	1.0	0.0	0.0	0.4407079646017699	0.3106194690265487	0.0	0.6201264156525348	0.28706913267408246	0.09280445167338292
4	120	2204.09969184613	0.0	5.0	14.0	114.42693398312981	479.2301727805146	1724.869519065613	0.7423218468294103	0.0	0.016203952762569165	-0.010865178098255355	0.004794234477133708	0.016203952762569165	-0.010865178098255355	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	123.75536946563965	0.22125521285197797	0.16926048298940707	0.5406630559214642	0.5	1.0	0.0	0.0	0.3819444444444444	0.11607142857142858	0.0	0.788811620709196	0.15925344679273712	0.051934932498066515
5	150	2149.9060784332164	0.0	5.0	14.0	135.69411300298898	468.22990911645854	1681.6761693167566	0.740315496981249	0.0	0.01425569259195834	-0.01621898065183861	0.022536461857025736	0.01425569259195834	-0.01621898065183861	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	154.03941866294954	0.22125521285197794	0.16926048298940705	0.5406630559214645	0.5	1.0	0.0	0.0	0.3555776892430279	0.0398406374501992	0.0	0.8967984535783461	0.07768420526096925	0.025517341160684312
6	180	2113.5813057402115	0.0	5.0	14.0	157.19493701849947	461.1497097597731	1652.4315959804403	0.7382986845759668	0.0	0.014984653186342194	-0.016794734034263292	0.017732237645767458	0.014984653186342194	-0.016794734034263292	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	183.73931205900507	0.22125521285197813	0.16926048298940724	0.5406630559214632	0.5	1.0	0.0	0.0	0.35116731517509725	0.008754863813229572	0.0	0.95321093515008	0.03519660912329411	0.011592455726626791
7	210	2083.740096073306	0.0	5.0	14.0	176.13999235268997	455.42408797252233	1628.3160081007838	0.7370042576291049	0.0	0.011974797930839299	-0.01916584504561095	0.013773095030714527	0.011974797930839299	-0.01916584504561095	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	213.8075147226069	0.22125521285197833	0.16926048298940743	0.5406630559214621	0.5	1.0	0.0	0.0	0.34220532319391633	0.0019011406844106464	0.0	0.9794166193609697	0.01547554124231522	0.0051078393967156095
8	240	2051.2962918926505	0.0	5.0	14.0	193.47773188137032	449.10098901090464	1602.1953028817434	0.7355472009156286	0.0	0.010733699544436703	-0.02063419680790539	0.017529010284820318	0.010733699544436703	-0.02063419680790539	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	243.98154607566968	0.22125521285197858	0.16926048298940766	0.5406630559214606	0.5	1.0	0.0	0.0	0.33670653173873044	0.0	0.0	0.9911528783932051	0.006651023902542005	0.002196097704253417
9	270	2036.0155948210631	0.0	5.0	14.0	212.817301572622	446.4555680353702	1589.5600267856926	0.7343218755589376	0.0	0.01044078548739103	-0.023817350519203504	0.013808419332131778	0.01044078548739103	-0.023817350519203504	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	273.7569704388932	0.22125521285197874	0.16926048298940785	0.5406630559214594	0.5	1.0	0.0	0.0	0.33154121863799285	0.0	0.0	0.996197873602138	0.002858397926644802	0.0009437284712178424
