	time	total_volume	cell_type	cycle_model	current_phase	elapsed_time_in_phase	nuclear_volume	cytoplasmic_volume	fluid_fraction	calcified_fraction	x_orientation	x_orientation	y_orientation	x_orientation	x_orientation	polarity	migration_speed	x_motility_vector	x_motility_vector	y_motility_vector	x_motility_vector	x_motility_vector	migration_bias	x_motility_bias_direction	x_motility_bias_direction	y_motility_bias_direction	x_motility_bias_direction	x_motility_bias_direction	persistence_time	motility_reserved	next_physiboss_run	TNFR_binding_rate	TNFR_endocytosis_rate	TNFR_recycling_rate	TNFR_activation_threshold	TNFR_receptors_per_cell	TFN_net_production_rate	tnf_node	fadd_node	nfkb_node	external_tnf	unbound_external_TNFR	bound_external_TNFR	bound_internal_TNFR
30	900	1888.402822610805	0.0	5.0	14.0	366.84086379748084	421.1833230123195	1467.2194995984846	0.7278970646839684	0.0	-0.019555978631175138	0.009509896275967027	-0.016362184759555413	-0.019555978631175138	0.009509896275967027	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	903.8084013848836	0.2212552128519731	0.16926048298940513	0.5406630559214661	0.5	1.0	0.0	0.0	0.15605095541401273	0.012738853503184714	0.0	0.8995267244226292	0.07565615118701971	0.024817124390350255
31	930	1914.0885172162689	0.0	5.0	14.0	382.5401294580932	426.70637451776423	1487.3821426985044	0.7282071403908983	0.0	-0.018870005754668785	0.009848001275615097	-0.01851951894261773	-0.018870005754668785	0.009848001275615097	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	934.0537998704185	0.2212552128519733	0.16926048298940508	0.5406630559214661	0.5	1.0	0.0	0.3453689167974882	0.15698587127158556	0.0031397174254317113	0.0	0.35822997691517144	0.4900207481313707	0.15174927495345705
32	960	1907.566902294075	0.0	5.0	14.0	385.19947830726335	425.0935486730996	1482.473353620976	0.728747258211136	0.0	-0.010250722922682576	0.007979601033613478	-0.019118134782616193	-0.010250722922682576	0.007979601033613478	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	963.893731412528	0.2212552128519735	0.16926048298940502	0.5406630559214662	0.5	1.0	0.0	0.08191653786707882	0.1545595054095827	0.1391035548686244	0.0	0.46045094253998176	0.40903702624609606	0.13051203121392232
33	990	1875.8275498970488	0.0	5.0	14.0	373.2688855840044	418.47247431579933	1457.3550755812528	0.7276459985089473	0.0	-0.013288178220954593	0.0055539091498605	-0.01710724686715656	-0.013288178220954593	0.0055539091498605	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	993.6318208624326	0.2212552128519725	0.16926048298940535	0.5406630559214659	0.5	1.0	0.0	0.0	0.16026711185308848	0.15859766277128548	0.0	0.6442180500086726	0.26892335922763716	0.08685859076369008
34	1020	1877.694277236198	0.0	5.0	14.0	370.7453422267336	419.1132540288785	1458.5810232073204	0.7276386696584812	0.0	-0.010127027179358258	0.009161940910587123	-0.02164212918374313	-0.010127027179358258	0.009161940910587123	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1023.789018473569	0.221255212851972	0.16926048298940552	0.5406630559214657	0.5	1.0	0.0	0.0	0.14211438474870017	0.06239168110918544	0.0	0.7989120937748023	0.15166532038015026	0.04942258584504762
35	1050	1887.100044971002	0.0	5.0	14.0	371.9592205533553	421.09962223602787	1466.0004227349764	0.7282822714534839	0.0	-0.014397848073774925	0.01211284255304293	-0.018315658001094342	-0.014397848073774925	0.01211284255304293	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1053.577604298216	0.22125521285197222	0.16926048298940544	0.5406630559214658	0.5	1.0	0.0	0.0	0.14310051107325383	0.02385008517887564	0.0	0.8991642923820767	0.07594375621446235	0.024891951403459893
36	1080	1888.3020786551624	0.0	5.0	14.0	375.90423547902697	421.2003140977073	1467.1017645574518	0.7288183438887373	0.0	-0.015376226912635503	0.02048986006666683	-0.005527459004871409	-0.015376226912635503	0.02048986006666683	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1083.9119575629052	0.22125521285197264	0.1692604829894053	0.5406630559214659	0.5	1.0	0.0	0.31900826446280994	0.13884297520661157	0.006611570247933884	0.0	0.3595770959033453	0.48889861101495097	0.15152429308170415
37	1110	1905.4877810603718	0.0	5.0	14.0	381.47431358536977	424.9967370558093	1480.4910440045635	0.7289422159634353	0.0	-0.008868074965135463	0.023559114651695613	-0.004862728008406879	-0.008868074965135463	0.023559114651695613	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1113.7770391017004	0.22125521285197253	0.16926048298940533	0.5406630559214659	0.5	1.0	0.0	0.07154742096505824	0.14309484193011648	0.10981697171381032	0.0	0.4588507925296912	0.41029554651692496	0.1308536609533832
38	1140	1910.586435084595	0.0	5.0	14.0	390.5572544014573	426.2980965222368	1484.2883385623602	0.7284926401975002	0.0	-0.00798804853884702	0.019771936184094688	-0.0029900469247086496	-0.00798804853884702	0.019771936184094688	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1143.8401820536806	0.221255212851972	0.16926048298940566	0.5406630559214656	0.5	1.0	0.0	0.0	0.13035714285714287	0.16428571428571428	0.0	0.6389943506007311	0.27294282010501925	0.0880628292942488
39	1170	1920.7644134032305	0.0	5.0	14.0	393.8778934533699	428.6063151584877	1492.1580982447438	0.7287253630239571	0.0	-0.00365381750343	0.024824824541186293	-0.00026480836095258174	-0.00365381750343	0.024824824541186293	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1173.5808650586814	0.22125521285197203	0.16926048298940582	0.5406630559214654	0.5	1.0	0.0	0.0	0.11666666666666667	0.06666666666666667	0.0	0.7948960503639186	0.15473178412960334	0.05037216550647753
40	1200	1956.338907894825	0.0	5.0	14.0	411.0906884746958	436.21087465094746	1520.1280332438755	0.7300260443540256	0.0	-0.006558110019841557	0.026216534158307887	-0.005367464310715178	-0.006558110019841557	0.026216534158307887	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1204.051489726464	0.22125521285197203	0.16926048298940582	0.5406630559214655	0.5	1.0	0.0	0.0	0.11645101663585952	0.0166358595194085	0.0	0.8953458672001414	0.07882763983010468	0.025826492969753055
41	1230	1987.7786725586516	0.0	5.0	14.0	426.7979279868834	442.7925038327123	1544.9861687259415	0.7314443242652047	0.0	-0.006167027737458689	0.026343716702887106	-0.010796630379354055	-0.006167027737458689	0.026343716702887106	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1233.8758485902947	0.221255212851972	0.16926048298940574	0.5406630559214655	0.5	1.0	0.0	0.3460837887067395	0.11657559198542805	0.012750455373406194	0.0	0.3434184084790193	0.5011518612744311	0.15542973024654924
42	1260	1962.6785082552742	0.0	5.0	14.0	416.6506288010723	436.8704546253813	1525.808053629889	0.7322776332368386	0.0	-0.008126494421175589	0.01582140562729327	-0.018181193953198078	-0.008126494421175589	0.01582140562729327	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1263.7898140394823	0.221255212851972	0.16926048298940566	0.5406630559214656	0.5	1.0	0.0	0.07692307692307693	0.10554561717352415	0.12343470483005367	0.0	0.44915617542646114	0.41754468241792536	0.13329914215561295
43	1290	1944.700431054597	0.0	5.0	14.0	415.61792196495884	432.9236124629945	1511.7768185916027	0.7313586076262588	0.0	-0.003505731241684423	0.028222585751931678	-0.018908177905447115	-0.003505731241684423	0.028222585751931678	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1293.717201574414	0.22125521285197203	0.16926048298940602	0.5406630559214652	0.5	1.0	0.0	0.0	0.10982658959537572	0.1676300578034682	0.0	0.6329509701834021	0.2774424566408065	0.08960657317579016
44	1320	1948.2086423245241	0.0	5.0	14.0	416.1300030608643	433.7895488386923	1514.419093485832	0.7310544334715022	0.0	-0.008134581513960577	0.02580625664879929	-0.014790738214663585	-0.008134581513960577	0.02580625664879929	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1323.6372466449127	0.22125521285197203	0.16926048298940632	0.5406630559214649	0.5	1.0	0.0	0.0	0.10408163265306122	0.0836734693877551	0.0	0.7911730264572227	0.15751862043550124	0.05130835310727502
45	1350	1952.9878119915954	0.0	5.0	14.0	418.430786088345	434.6943625161708	1518.293449475424	0.731265119293028	0.0	0.0044847145504397215	0.022813004100762847	-0.021231667126239147	0.0044847145504397215	0.022813004100762847	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1354.3552464603572	0.22125521285197203	0.16926048298940627	0.5406630559214649	0.5	1.0	0.0	0.0	0.09879032258064516	0.024193548387096774	0.0	0.8946116292570999	0.07937767932244108	0.02601069142045771
