	time	tnf
0	0	0.0
1	30	280.6795083398107
2	60	122.43999291740238
3	90	53.2781747058422
4	120	23.149329015228812
5	150	10.050208848254758
6	180	281.2828912150684
7	210	122.81287676497197
8	240	53.51777637890228
9	270	23.291157264190396
10	300	10.126835422259553
11	330	281.5495679929507
12	360	122.98196129040018
13	390	53.62765186506391
14	420	23.355523825322447
15	450	10.161715762666503
16	480	281.7291799286761
17	510	123.07700185648726
18	540	53.6838528753437
19	570	23.387637131119746
20	600	10.179547093354918
21	630	281.7417360382774
22	660	123.09250973385967
23	690	53.69734765953324
24	720	23.397862857356667
25	750	10.186000389991525
26	780	281.74686845058704
27	810	123.10022701240243
28	840	53.71133569868109
29	870	23.411863836336966
30	900	10.195827755444634
31	930	281.76295198061075
32	960	123.11845246539794
33	990	53.725586281297666
34	1020	23.421754516594433
35	1050	10.202227350616672
36	1080	281.7685727408615
37	1110	123.12546490171933
38	1140	53.733460666211435
39	1170	23.427176107935576
40	1200	10.205936960401226
41	1230	281.7751807772419
42	1260	123.13317975851348
43	1290	53.740828500866414
44	1320	23.434394766808882
45	1350	10.211774921782862
46	1380	281.78545529539986
47	1410	123.14752429022325
48	1440	53.75517563974794
